<meta message track_name name='Sonate Nr. 23 Op. 57' time=0>
<meta message track_name name='Appassionata' time=0>
<meta message set_tempo tempo=337079 time=80>
<meta message set_tempo tempo=336134 time=12>
note_on channel=0 note=75 velocity=0 time=16
note_on channel=0 note=76 velocity=53 time=0
<meta message set_tempo tempo=337079 time=64>
<meta message set_tempo tempo=338028 time=16>
<meta message set_tempo tempo=338983 time=12>
note_on channel=0 note=76 velocity=0 time=28
note_on channel=0 note=75 velocity=47 time=0
<meta message set_tempo tempo=338028 time=40>
<meta message set_tempo tempo=337079 time=24>
note_on channel=0 note=75 velocity=0 time=56
note_on channel=0 note=76 velocity=56 time=0
<meta message set_tempo tempo=336134 time=12>
<meta message set_tempo tempo=338983 time=52>
<meta message set_tempo tempo=339943 time=40>
note_on channel=0 note=76 velocity=0 time=16
note_on channel=0 note=75 velocity=48 time=0
<meta message set_tempo tempo=338983 time=104>
note_on channel=0 note=75 velocity=0 time=16
note_on channel=0 note=76 velocity=56 time=0
<meta message set_tempo tempo=338028 time=40>
<meta message set_tempo tempo=339943 time=40>
<meta message set_tempo tempo=340909 time=12>
note_on channel=0 note=76 velocity=0 time=28
note_on channel=0 note=75 velocity=47 time=0
<meta message set_tempo tempo=339943 time=24>
<meta message set_tempo tempo=338983 time=40>
note_on channel=0 note=75 velocity=0 time=56
note_on channel=0 note=76 velocity=56 time=0
<meta message set_tempo tempo=340909 time=24>
<meta message set_tempo tempo=341880 time=16>
<meta message set_tempo tempo=340909 time=64>
<meta message set_tempo tempo=339943 time=16>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=75 velocity=48 time=0
<meta message set_tempo tempo=341880 time=80>
<meta message set_tempo tempo=342857 time=12>
note_on channel=0 note=75 velocity=0 time=28
note_on channel=0 note=76 velocity=56 time=0
<meta message set_tempo tempo=341880 time=64>
note_on channel=0 note=76 velocity=0 time=56
note_on channel=0 note=75 velocity=49 time=0
<meta message set_tempo tempo=342857 time=12>
<meta message set_tempo tempo=344828 time=12>
<meta message set_tempo tempo=345821 time=16>
<meta message set_tempo tempo=344828 time=24>
<meta message set_tempo tempo=343840 time=16>
<meta message set_tempo tempo=342857 time=12>
<meta message set_tempo tempo=341880 time=28>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=76 velocity=56 time=0
<meta message set_tempo tempo=340909 time=12>
<meta message set_tempo tempo=339943 time=40>
<meta message set_tempo tempo=341880 time=28>
<meta message set_tempo tempo=347826 time=12>
<meta message set_tempo tempo=349854 time=12>
note_on channel=0 note=76 velocity=0 time=16
note_on channel=0 note=75 velocity=49 time=0
<meta message set_tempo tempo=348837 time=40>
<meta message set_tempo tempo=346821 time=12>
<meta message set_tempo tempo=345821 time=12>
<meta message set_tempo tempo=344828 time=16>
<meta message set_tempo tempo=343840 time=12>
<meta message set_tempo tempo=344828 time=28>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=74 velocity=56 time=0
<meta message set_tempo tempo=345821 time=12>
<meta message set_tempo tempo=347826 time=12>
<meta message set_tempo tempo=348837 time=16>
<meta message set_tempo tempo=348837 time=40>
<meta message set_tempo tempo=349854 time=40>
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=75 velocity=48 time=0
<meta message set_tempo tempo=600000 time=120>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=88 velocity=55 time=0
control_change channel=0 control=64 value=0 time=9
<meta message set_tempo tempo=359281 time=11>
<meta message set_tempo tempo=350877 time=32>
<meta message set_tempo tempo=349854 time=12>
<meta message set_tempo tempo=347826 time=16>
<meta message set_tempo tempo=345821 time=12>
control_change channel=0 control=64 value=127 time=11
<meta message set_tempo tempo=344828 time=1>
note_on channel=0 note=88 velocity=0 time=16
note_on channel=0 note=87 velocity=46 time=0
<meta message set_tempo tempo=346821 time=24>
<meta message set_tempo tempo=343840 time=56>
<meta message set_tempo tempo=340909 time=12>
<meta message set_tempo tempo=338983 time=12>
<meta message set_tempo tempo=338028 time=16>
note_on channel=0 note=87 velocity=0 time=0
note_on channel=0 note=88 velocity=55 time=0
<meta message set_tempo tempo=338983 time=24>
<meta message set_tempo tempo=339943 time=16>
<meta message set_tempo tempo=340909 time=12>
<meta message set_tempo tempo=339943 time=28>
<meta message set_tempo tempo=338028 time=12>
<meta message set_tempo tempo=336134 time=12>
<meta message set_tempo tempo=334262 time=16>
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=87 velocity=48 time=0
<meta message set_tempo tempo=333333 time=12>
<meta message set_tempo tempo=332410 time=12>
<meta message set_tempo tempo=334262 time=16>
<meta message set_tempo tempo=335196 time=12>
<meta message set_tempo tempo=337079 time=12>
<meta message set_tempo tempo=338983 time=16>
<meta message set_tempo tempo=338028 time=24>
note_on channel=0 note=87 velocity=0 time=16
note_on channel=0 note=88 velocity=57 time=0
<meta message set_tempo tempo=337079 time=12>
<meta message set_tempo tempo=335196 time=12>
<meta message set_tempo tempo=334262 time=16>
<meta message set_tempo tempo=333333 time=12>
<meta message set_tempo tempo=327869 time=12>
<meta message set_tempo tempo=326975 time=28>
<meta message set_tempo tempo=326087 time=12>
<meta message set_tempo tempo=325203 time=16>
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=87 velocity=50 time=0
<meta message set_tempo tempo=326087 time=40>
<meta message set_tempo tempo=329670 time=12>
<meta message set_tempo tempo=330579 time=12>
<meta message set_tempo tempo=328767 time=56>
note_on channel=0 note=87 velocity=0 time=0
note_on channel=0 note=88 velocity=60 time=0
<meta message set_tempo tempo=327869 time=12>
<meta message set_tempo tempo=326975 time=12>
<meta message set_tempo tempo=324324 time=16>
<meta message set_tempo tempo=323450 time=12>
<meta message set_tempo tempo=325203 time=52>
<meta message set_tempo tempo=326087 time=16>
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=87 velocity=51 time=0
<meta message set_tempo tempo=326975 time=12>
<meta message set_tempo tempo=325203 time=80>
<meta message set_tempo tempo=324324 time=12>
<meta message set_tempo tempo=323450 time=16>
note_on channel=0 note=87 velocity=0 time=0
note_on channel=0 note=88 velocity=62 time=0
<meta message set_tempo tempo=322581 time=12>
<meta message set_tempo tempo=324324 time=40>
<meta message set_tempo tempo=326087 time=28>
note_on channel=0 note=88 velocity=0 time=40
note_on channel=0 note=87 velocity=52 time=0
<meta message set_tempo tempo=324324 time=12>
<meta message set_tempo tempo=322581 time=12>
<meta message set_tempo tempo=324324 time=56>
<meta message set_tempo tempo=325203 time=12>
note_on channel=0 note=87 velocity=0 time=28
note_on channel=0 note=88 velocity=63 time=0
<meta message set_tempo tempo=324324 time=12>
<meta message set_tempo tempo=323450 time=12>
<meta message set_tempo tempo=324324 time=68>
<meta message set_tempo tempo=326087 time=12>
<meta message set_tempo tempo=326975 time=16>
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=87 velocity=55 time=0
<meta message set_tempo tempo=325203 time=40>
<meta message set_tempo tempo=322581 time=12>
<meta message set_tempo tempo=324324 time=52>
note_on channel=0 note=87 velocity=0 time=16
note_on channel=0 note=88 velocity=67 time=0
<meta message set_tempo tempo=326975 time=12>
<meta message set_tempo tempo=327869 time=12>
<meta message set_tempo tempo=326975 time=80>
<meta message set_tempo tempo=325203 time=16>
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=87 velocity=56 time=0
<meta message set_tempo tempo=324324 time=12>
<meta message set_tempo tempo=323450 time=12>
<meta message set_tempo tempo=322581 time=16>
<meta message set_tempo tempo=323450 time=24>
<meta message set_tempo tempo=326087 time=16>
<meta message set_tempo tempo=326975 time=12>
<meta message set_tempo tempo=327869 time=12>
note_on channel=0 note=87 velocity=0 time=16
note_on channel=0 note=88 velocity=68 time=0
<meta message set_tempo tempo=326975 time=12>
<meta message set_tempo tempo=325203 time=12>
<meta message set_tempo tempo=323450 time=16>
<meta message set_tempo tempo=325203 time=80>
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=87 velocity=57 time=0
<meta message set_tempo tempo=326087 time=24>
<meta message set_tempo tempo=328767 time=16>
<meta message set_tempo tempo=330579 time=12>
<meta message set_tempo tempo=328767 time=40>
note_on channel=0 note=87 velocity=0 time=28
note_on channel=0 note=88 velocity=67 time=0
<meta message set_tempo tempo=329670 time=64>
<meta message set_tempo tempo=338983 time=28>
<meta message set_tempo tempo=338028 time=12>
<meta message set_tempo tempo=337079 time=16>
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=87 velocity=56 time=0
<meta message set_tempo tempo=335196 time=12>
<meta message set_tempo tempo=337079 time=52>
<meta message set_tempo tempo=338028 time=16>
<meta message set_tempo tempo=338983 time=24>
note_on channel=0 note=87 velocity=0 time=16
note_on channel=0 note=88 velocity=67 time=0
<meta message set_tempo tempo=337079 time=40>
<meta message set_tempo tempo=338028 time=80>
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=87 velocity=58 time=0
<meta message set_tempo tempo=340909 time=12>
<meta message set_tempo tempo=341880 time=12>
<meta message set_tempo tempo=340909 time=68>
<meta message set_tempo tempo=339943 time=12>
note_on channel=0 note=87 velocity=0 time=16
note_on channel=0 note=88 velocity=67 time=0
<meta message set_tempo tempo=341880 time=12>
<meta message set_tempo tempo=342857 time=28>
<meta message set_tempo tempo=344828 time=12>
<meta message set_tempo tempo=345821 time=12>
<meta message set_tempo tempo=346821 time=40>
note_on channel=0 note=88 velocity=0 time=16
note_on channel=0 note=87 velocity=58 time=0
<meta message set_tempo tempo=345821 time=24>
<meta message set_tempo tempo=344828 time=16>
<meta message set_tempo tempo=342857 time=12>
<meta message set_tempo tempo=345821 time=52>
<meta message set_tempo tempo=351906 time=16>
note_on channel=0 note=87 velocity=0 time=0
note_on channel=0 note=86 velocity=67 time=0
<meta message set_tempo tempo=350877 time=20>
<meta message set_tempo tempo=349854 time=20>
<meta message set_tempo tempo=348837 time=40>
<meta message set_tempo tempo=349854 time=40>
note_on channel=0 note=86 velocity=0 time=0
note_on channel=0 note=87 velocity=56 time=0
<meta message set_tempo tempo=361446 time=120>
note_on channel=0 note=87 velocity=0 time=0
note_on channel=0 note=88 velocity=64 time=0
control_change channel=0 control=64 value=0 time=9
note_on channel=0 note=88 velocity=0 time=231
note_on channel=0 note=87 velocity=55 time=0
note_on channel=0 note=87 velocity=0 time=240
note_on channel=0 note=85 velocity=48 time=0
note_on channel=0 note=85 velocity=0 time=240
note_on channel=0 note=83 velocity=49 time=0
note_on channel=0 note=83 velocity=0 time=240
note_on channel=0 note=82 velocity=48 time=0
note_on channel=0 note=82 velocity=0 time=240
note_on channel=0 note=80 velocity=48 time=0
note_on channel=0 note=80 velocity=0 time=240
note_on channel=0 note=79 velocity=49 time=0
note_on channel=0 note=79 velocity=0 time=240
note_on channel=0 note=78 velocity=47 time=0
note_on channel=0 note=78 velocity=0 time=240
note_on channel=0 note=76 velocity=47 time=0
note_on channel=0 note=76 velocity=0 time=240
note_on channel=0 note=75 velocity=48 time=0
note_on channel=0 note=75 velocity=0 time=240
note_on channel=0 note=73 velocity=48 time=0
note_on channel=0 note=73 velocity=0 time=240
note_on channel=0 note=71 velocity=45 time=0
<meta message set_tempo tempo=360360 time=220>
note_on channel=0 note=71 velocity=0 time=20
note_on channel=0 note=70 velocity=48 time=0
<meta message set_tempo tempo=361446 time=80>
<meta message set_tempo tempo=362538 time=80>
note_on channel=0 note=70 velocity=0 time=80
note_on channel=0 note=68 velocity=44 time=0
<meta message set_tempo tempo=363636 time=20>
<meta message set_tempo tempo=364742 time=80>
<meta message set_tempo tempo=365854 time=100>
note_on channel=0 note=68 velocity=0 time=40
note_on channel=0 note=67 velocity=44 time=0
<meta message set_tempo tempo=366972 time=40>
<meta message set_tempo tempo=368098 time=100>
<meta message set_tempo tempo=369231 time=80>
note_on channel=0 note=67 velocity=0 time=20
note_on channel=0 note=66 velocity=45 time=0
<meta message set_tempo tempo=370370 time=80>
<meta message set_tempo tempo=371517 time=80>
<meta message set_tempo tempo=372671 time=80>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=64 velocity=45 time=0
note_on channel=0 note=64 velocity=0 time=240
note_on channel=0 note=63 velocity=45 time=0
note_on channel=0 note=63 velocity=0 time=240
note_on channel=0 note=61 velocity=45 time=0
note_on channel=0 note=61 velocity=0 time=240
note_on channel=0 note=59 velocity=44 time=0
note_on channel=0 note=59 velocity=0 time=240
note_on channel=0 note=58 velocity=42 time=0
note_on channel=0 note=58 velocity=0 time=240
note_on channel=0 note=56 velocity=42 time=0
note_on channel=0 note=56 velocity=0 time=240
note_on channel=0 note=55 velocity=41 time=0
note_on channel=0 note=55 velocity=0 time=240
note_on channel=0 note=54 velocity=39 time=0
<meta message set_tempo tempo=371517 time=240>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=52 velocity=42 time=0
<meta message set_tempo tempo=372671 time=240>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=51 velocity=41 time=0
<meta message set_tempo tempo=373832 time=240>
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=49 velocity=41 time=0
<meta message set_tempo tempo=375000 time=240>
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=47 velocity=40 time=0
<meta message set_tempo tempo=376176 time=240>
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=46 velocity=39 time=0
<meta message set_tempo tempo=377358 time=240>
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=44 velocity=39 time=0
<meta message set_tempo tempo=378549 time=220>
note_on channel=0 note=44 velocity=0 time=20
note_on channel=0 note=43 velocity=42 time=0
note_on channel=0 note=43 velocity=0 time=240
note_on channel=0 note=42 velocity=41 time=0
note_on channel=0 note=42 velocity=0 time=240
note_on channel=0 note=41 velocity=41 time=0
note_on channel=0 note=41 velocity=0 time=240
note_on channel=0 note=39 velocity=41 time=0
note_on channel=0 note=39 velocity=0 time=240
note_on channel=0 note=37 velocity=41 time=0
<meta message set_tempo tempo=401338 time=240>
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=35 velocity=41 time=0
<meta message set_tempo tempo=385852 time=240>
note_on channel=0 note=35 velocity=0 time=0
note_on channel=0 note=34 velocity=42 time=0
note_on channel=0 note=34 velocity=0 time=240
note_on channel=0 note=35 velocity=42 time=0
note_on channel=0 note=35 velocity=0 time=240
note_on channel=0 note=37 velocity=42 time=0
note_on channel=0 note=37 velocity=0 time=240
note_on channel=0 note=39 velocity=42 time=0
note_on channel=0 note=39 velocity=0 time=240
note_on channel=0 note=40 velocity=41 time=0
<meta message set_tempo tempo=402685 time=240>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=39 velocity=39 time=0
note_on channel=0 note=39 velocity=0 time=240
note_on channel=0 note=37 velocity=42 time=0
<meta message set_tempo tempo=385852 time=20>
<meta message set_tempo tempo=385852 time=20>
<meta message set_tempo tempo=387097 time=120>
<meta message set_tempo tempo=388350 time=80>
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=35 velocity=40 time=0
<meta message set_tempo tempo=389610 time=80>
<meta message set_tempo tempo=390879 time=80>
<meta message set_tempo tempo=392157 time=80>
note_on channel=0 note=35 velocity=0 time=0
note_on channel=0 note=34 velocity=40 time=0
<meta message set_tempo tempo=393443 time=80>
<meta message set_tempo tempo=394737 time=120>
note_on channel=0 note=34 velocity=0 time=40
note_on channel=0 note=39 velocity=45 time=0
<meta message set_tempo tempo=396040 time=40>
<meta message set_tempo tempo=397351 time=80>
<meta message set_tempo tempo=398671 time=80>
note_on channel=0 note=39 velocity=0 time=40
note_on channel=0 note=37 velocity=42 time=0
<meta message set_tempo tempo=400000 time=40>
<meta message set_tempo tempo=401338 time=80>
<meta message set_tempo tempo=402685 time=80>
<meta message set_tempo tempo=419580 time=40>
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=39 velocity=40 time=0
<meta message set_tempo tempo=365787 time=240>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=56 velocity=83 time=0
note_on channel=0 note=32 velocity=64 time=0
control_change channel=0 control=64 value=127 time=34
note_on channel=0 note=32 velocity=0 time=86
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=51 velocity=66 time=0
note_on channel=0 note=39 velocity=52 time=0
note_on channel=0 note=39 velocity=0 time=120
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=47 velocity=66 time=0
note_on channel=0 note=44 velocity=52 time=0
note_on channel=0 note=44 velocity=0 time=120
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=51 velocity=66 time=0
note_on channel=0 note=39 velocity=52 time=0
<meta message set_tempo tempo=388979 time=120>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=56 velocity=80 time=0
note_on channel=0 note=32 velocity=58 time=0
note_on channel=0 note=32 velocity=0 time=120
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=51 velocity=64 time=0
note_on channel=0 note=39 velocity=51 time=0
control_change channel=0 control=64 value=0 time=23
<meta message set_tempo tempo=366972 time=97>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=59 velocity=84 time=0
note_on channel=0 note=32 velocity=68 time=0
control_change channel=0 control=64 value=127 time=40
note_on channel=0 note=32 velocity=0 time=80
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=51 velocity=66 time=0
note_on channel=0 note=39 velocity=52 time=0
control_change channel=0 control=64 value=0 time=51
note_on channel=0 note=39 velocity=0 time=69
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=58 velocity=83 time=0
note_on channel=0 note=32 velocity=64 time=0
control_change channel=0 control=64 value=127 time=57
note_on channel=0 note=32 velocity=0 time=63
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=51 velocity=66 time=0
note_on channel=0 note=39 velocity=52 time=0
control_change channel=0 control=64 value=0 time=46
<meta message set_tempo tempo=374719 time=74>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=56 velocity=81 time=0
note_on channel=0 note=32 velocity=62 time=0
control_change channel=0 control=64 value=127 time=51
note_on channel=0 note=32 velocity=0 time=69
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=51 velocity=66 time=0
note_on channel=0 note=39 velocity=52 time=0
control_change channel=0 control=64 value=0 time=34
<meta message set_tempo tempo=361468 time=86>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=56 velocity=83 time=0
note_on channel=0 note=32 velocity=64 time=0
control_change channel=0 control=64 value=127 time=63
note_on channel=0 note=32 velocity=0 time=57
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=51 velocity=63 time=0
note_on channel=0 note=39 velocity=52 time=0
note_on channel=0 note=39 velocity=0 time=120
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=47 velocity=63 time=0
note_on channel=0 note=44 velocity=52 time=0
note_on channel=0 note=44 velocity=0 time=120
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=51 velocity=63 time=0
note_on channel=0 note=39 velocity=52 time=0
<meta message set_tempo tempo=383656 time=120>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=56 velocity=79 time=0
note_on channel=0 note=32 velocity=58 time=0
note_on channel=0 note=32 velocity=0 time=120
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=51 velocity=62 time=0
note_on channel=0 note=39 velocity=51 time=0
control_change channel=0 control=64 value=0 time=51
<meta message set_tempo tempo=364742 time=69>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=59 velocity=83 time=0
note_on channel=0 note=32 velocity=68 time=0
control_change channel=0 control=64 value=127 time=69
note_on channel=0 note=32 velocity=0 time=51
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=51 velocity=63 time=0
note_on channel=0 note=39 velocity=52 time=0
control_change channel=0 control=64 value=0 time=80
note_on channel=0 note=39 velocity=0 time=40
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=58 velocity=80 time=0
note_on channel=0 note=32 velocity=64 time=0
control_change channel=0 control=64 value=127 time=57
note_on channel=0 note=32 velocity=0 time=63
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=51 velocity=66 time=0
note_on channel=0 note=39 velocity=52 time=0
control_change channel=0 control=64 value=0 time=57
<meta message set_tempo tempo=390345 time=63>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=56 velocity=80 time=0
note_on channel=0 note=32 velocity=62 time=0
control_change channel=0 control=64 value=127 time=40
note_on channel=0 note=32 velocity=0 time=80
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=51 velocity=64 time=0
note_on channel=0 note=39 velocity=52 time=0
control_change channel=0 control=64 value=0 time=63
<meta message set_tempo tempo=361468 time=57>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=64 velocity=83 time=0
note_on channel=0 note=32 velocity=64 time=0
control_change channel=0 control=64 value=127 time=34
note_on channel=0 note=32 velocity=0 time=86
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=59 velocity=66 time=0
note_on channel=0 note=40 velocity=52 time=0
note_on channel=0 note=40 velocity=0 time=120
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=56 velocity=66 time=0
note_on channel=0 note=44 velocity=52 time=0
note_on channel=0 note=44 velocity=0 time=120
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=59 velocity=66 time=0
note_on channel=0 note=40 velocity=52 time=0
<meta message set_tempo tempo=388979 time=120>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=80 time=0
note_on channel=0 note=32 velocity=58 time=0
note_on channel=0 note=32 velocity=0 time=120
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=59 velocity=64 time=0
note_on channel=0 note=40 velocity=51 time=0
control_change channel=0 control=64 value=0 time=23
<meta message set_tempo tempo=366972 time=97>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=68 velocity=84 time=0
note_on channel=0 note=32 velocity=68 time=0
control_change channel=0 control=64 value=127 time=40
note_on channel=0 note=32 velocity=0 time=80
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=59 velocity=66 time=0
note_on channel=0 note=40 velocity=52 time=0
control_change channel=0 control=64 value=0 time=51
note_on channel=0 note=40 velocity=0 time=69
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=66 velocity=83 time=0
note_on channel=0 note=32 velocity=64 time=0
control_change channel=0 control=64 value=127 time=57
note_on channel=0 note=32 velocity=0 time=63
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=59 velocity=66 time=0
note_on channel=0 note=40 velocity=52 time=0
control_change channel=0 control=64 value=0 time=46
<meta message set_tempo tempo=374719 time=74>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=81 time=0
note_on channel=0 note=32 velocity=62 time=0
control_change channel=0 control=64 value=127 time=51
note_on channel=0 note=32 velocity=0 time=69
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=59 velocity=66 time=0
note_on channel=0 note=40 velocity=52 time=0
control_change channel=0 control=64 value=0 time=34
<meta message set_tempo tempo=361468 time=86>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=83 time=0
note_on channel=0 note=32 velocity=64 time=0
control_change channel=0 control=64 value=127 time=63
note_on channel=0 note=32 velocity=0 time=57
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=59 velocity=63 time=0
note_on channel=0 note=40 velocity=52 time=0
note_on channel=0 note=40 velocity=0 time=120
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=56 velocity=63 time=0
note_on channel=0 note=44 velocity=52 time=0
note_on channel=0 note=44 velocity=0 time=120
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=59 velocity=63 time=0
note_on channel=0 note=40 velocity=52 time=0
<meta message set_tempo tempo=383656 time=120>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=80 time=0
note_on channel=0 note=32 velocity=58 time=0
note_on channel=0 note=32 velocity=0 time=120
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=59 velocity=62 time=0
note_on channel=0 note=40 velocity=51 time=0
control_change channel=0 control=64 value=0 time=51
<meta message set_tempo tempo=366972 time=69>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=68 velocity=83 time=0
note_on channel=0 note=32 velocity=68 time=0
control_change channel=0 control=64 value=127 time=69
note_on channel=0 note=32 velocity=0 time=51
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=59 velocity=63 time=0
note_on channel=0 note=40 velocity=52 time=0
control_change channel=0 control=64 value=0 time=80
note_on channel=0 note=40 velocity=0 time=40
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=66 velocity=80 time=0
note_on channel=0 note=32 velocity=64 time=0
control_change channel=0 control=64 value=127 time=57
note_on channel=0 note=32 velocity=0 time=63
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=59 velocity=66 time=0
note_on channel=0 note=40 velocity=52 time=0
control_change channel=0 control=64 value=0 time=57
<meta message set_tempo tempo=379771 time=63>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=80 time=0
note_on channel=0 note=32 velocity=62 time=0
control_change channel=0 control=64 value=127 time=40
note_on channel=0 note=32 velocity=0 time=80
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=59 velocity=64 time=0
note_on channel=0 note=40 velocity=52 time=0
control_change channel=0 control=64 value=0 time=63
<meta message set_tempo tempo=361468 time=57>
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=73 velocity=92 time=0
note_on channel=0 note=33 velocity=90 time=0
note_on channel=0 note=45 velocity=106 time=0
control_change channel=0 control=64 value=127 time=17
<meta message set_tempo tempo=359131 time=3>
<meta message set_tempo tempo=358059 time=20>
<meta message set_tempo tempo=356952 time=20>
<meta message set_tempo tempo=355893 time=20>
note_on channel=0 note=73 velocity=0 time=40
note_on channel=0 note=76 velocity=67 time=0
<meta message set_tempo tempo=358059 time=20>
<meta message set_tempo tempo=360209 time=20>
<meta message set_tempo tempo=362428 time=20>
<meta message set_tempo tempo=361315 time=40>
<meta message set_tempo tempo=360209 time=20>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=73 velocity=77 time=0
<meta message set_tempo tempo=358059 time=40>
<meta message set_tempo tempo=356952 time=20>
<meta message set_tempo tempo=358059 time=20>
<meta message set_tempo tempo=361315 time=20>
<meta message set_tempo tempo=363548 time=20>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=76 velocity=67 time=0
<meta message set_tempo tempo=364631 time=40>
<meta message set_tempo tempo=365787 time=20>
<meta message set_tempo tempo=364631 time=20>
<meta message set_tempo tempo=363548 time=20>
<meta message set_tempo tempo=361315 time=20>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=73 velocity=74 time=0
<meta message set_tempo tempo=360209 time=20>
<meta message set_tempo tempo=358059 time=40>
<meta message set_tempo tempo=356952 time=20>
<meta message set_tempo tempo=355893 time=20>
note_on channel=0 note=73 velocity=0 time=20
