<meta message track_name name='Brahms: Intermezzo Opus 117 Nr. 2' time=0>
<meta message copyright text='Copyright © 2010 by Bernd Krueger' time=0>
<meta message text text='Bernd Krueger' time=0>
<meta message text text='Andante non troppo e con molto espressione' time=0>
<meta message text text='Erstellt: 26.10.2010\n' time=0>
<meta message text text='Dauer: 3:47 Minuten\n' time=0>
<meta message time_signature numerator=3 denominator=8 clocks_per_click=12 notated_32nd_notes_per_beat=8 time=0>
<meta message key_signature key='Db' time=0>
note_on channel=0 note=60 velocity=29 time=0
<meta message set_tempo tempo=1626016 time=60>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=70 velocity=49 time=0
control_change channel=0 control=64 value=0 time=0
control_change channel=0 control=64 value=127 time=35
note_on channel=0 note=65 velocity=39 time=25
note_on channel=0 note=65 velocity=0 time=60
note_on channel=0 note=60 velocity=34 time=0
<meta message set_tempo tempo=1648352 time=60>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=53 velocity=27 time=0
note_on channel=0 note=53 velocity=0 time=60
note_on channel=0 note=48 velocity=32 time=0
note_on channel=0 note=48 velocity=0 time=60
note_on channel=0 note=44 velocity=33 time=0
<meta message set_tempo tempo=1694915 time=60>
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=68 velocity=51 time=0
note_on channel=0 note=41 velocity=42 time=0
<meta message set_tempo tempo=1796407 time=60>
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=80 velocity=54 time=0
note_on channel=0 note=36 velocity=45 time=0
<meta message set_tempo tempo=1626016 time=60>
note_on channel=0 note=36 velocity=0 time=0
note_on channel=0 note=80 velocity=0 time=0
note_on channel=0 note=78 velocity=58 time=0
note_on channel=0 note=32 velocity=55 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=40
note_on channel=0 note=32 velocity=0 time=3
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=72 velocity=32 time=0
note_on channel=0 note=44 velocity=34 time=0
note_on channel=0 note=44 velocity=0 time=60
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=66 velocity=39 time=0
note_on channel=0 note=66 velocity=0 time=60
note_on channel=0 note=78 velocity=49 time=0
<meta message set_tempo tempo=1605136 time=60>
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=77 velocity=49 time=0
note_on channel=0 note=37 velocity=35 time=0
control_change channel=0 control=64 value=0 time=3
control_change channel=0 control=64 value=127 time=32
note_on channel=0 note=77 velocity=0 time=25
note_on channel=0 note=71 velocity=32 time=0
note_on channel=0 note=71 velocity=0 time=60
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=65 velocity=32 time=0
<meta message set_tempo tempo=1755413 time=60>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=75 velocity=41 time=0
<meta message set_tempo tempo=1605136 time=60>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=73 velocity=49 time=0
note_on channel=0 note=49 velocity=35 time=0
control_change channel=0 control=64 value=0 time=3
control_change channel=0 control=64 value=127 time=32
note_on channel=0 note=73 velocity=0 time=25
note_on channel=0 note=71 velocity=32 time=0
note_on channel=0 note=71 velocity=0 time=60
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=65 velocity=32 time=0
<meta message set_tempo tempo=1605136 time=60>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=55 velocity=28 time=0
control_change channel=0 control=64 value=0 time=12
note_on channel=0 note=56 velocity=37 time=48
note_on channel=0 note=55 velocity=0 time=10
control_change channel=0 control=64 value=127 time=33
note_on channel=0 note=56 velocity=0 time=17
note_on channel=0 note=59 velocity=24 time=0
note_on channel=0 note=59 velocity=0 time=60
note_on channel=0 note=68 velocity=23 time=0
<meta message set_tempo tempo=1908397 time=60>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=74 velocity=45 time=0
control_change channel=0 control=64 value=0 time=20
<meta message set_tempo tempo=1666204 time=40>
note_on channel=0 note=73 velocity=50 time=0
note_on channel=0 note=37 velocity=30 time=0
note_on channel=0 note=74 velocity=0 time=10
control_change channel=0 control=64 value=127 time=29
<meta message set_tempo tempo=1645639 time=21>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=68 velocity=31 time=0
<meta message set_tempo tempo=1755413 time=60>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=65 velocity=30 time=0
note_on channel=0 note=65 velocity=0 time=60
note_on channel=0 note=72 velocity=39 time=0
<meta message set_tempo tempo=1625135 time=60>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=71 velocity=47 time=0
note_on channel=0 note=49 velocity=33 time=0
control_change channel=0 control=64 value=0 time=3
control_change channel=0 control=64 value=127 time=32
<meta message set_tempo tempo=1605136 time=25>
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=68 velocity=31 time=0
note_on channel=0 note=68 velocity=0 time=60
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=62 velocity=30 time=0
<meta message set_tempo tempo=1605136 time=60>
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=52 velocity=31 time=0
control_change channel=0 control=64 value=0 time=12
<meta message set_tempo tempo=1605136 time=48>
note_on channel=0 note=53 velocity=35 time=0
note_on channel=0 note=52 velocity=0 time=10
control_change channel=0 control=64 value=127 time=33
note_on channel=0 note=53 velocity=0 time=17
note_on channel=0 note=56 velocity=22 time=0
note_on channel=0 note=56 velocity=0 time=60
note_on channel=0 note=65 velocity=21 time=0
<meta message set_tempo tempo=1803969 time=60>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=73 velocity=41 time=0
control_change channel=0 control=64 value=0 time=20
<meta message set_tempo tempo=1605136 time=40>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=71 velocity=46 time=0
control_change channel=0 control=64 value=127 time=29
note_on channel=0 note=68 velocity=29 time=31
<meta message set_tempo tempo=1625135 time=60>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=62 velocity=28 time=0
note_on channel=0 note=62 velocity=0 time=60
note_on channel=0 note=30 velocity=26 time=0
<meta message set_tempo tempo=1605136 time=60>
note_on channel=0 note=30 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=69 velocity=45 time=0
control_change channel=0 control=64 value=0 time=19
control_change channel=0 control=64 value=127 time=36
note_on channel=0 note=66 velocity=28 time=5
<meta message set_tempo tempo=1645639 time=60>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=61 velocity=27 time=0
note_on channel=0 note=61 velocity=0 time=60
note_on channel=0 note=30 velocity=25 time=0
<meta message set_tempo tempo=1605136 time=60>
note_on channel=0 note=30 velocity=0 time=0
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=68 velocity=44 time=0
control_change channel=0 control=64 value=0 time=17
note_on channel=0 note=65 velocity=27 time=43
control_change channel=0 control=64 value=127 time=0
<meta message set_tempo tempo=1645639 time=60>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=59 velocity=26 time=0
note_on channel=0 note=59 velocity=0 time=60
note_on channel=0 note=30 velocity=24 time=0
note_on channel=0 note=30 velocity=0 time=60
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=66 velocity=41 time=0
control_change channel=0 control=64 value=0 time=0
<meta message set_tempo tempo=1687764 time=4>
control_change channel=0 control=64 value=127 time=31
note_on channel=0 note=62 velocity=33 time=25
<meta message set_tempo tempo=1709889 time=34>
note_on channel=0 note=57 velocity=28 time=26
<meta message set_tempo tempo=1732102 time=49>
note_on channel=0 note=54 velocity=22 time=11
note_on channel=0 note=54 velocity=0 time=60
note_on channel=0 note=50 velocity=22 time=0
<meta message set_tempo tempo=1732102 time=4>
<meta message set_tempo tempo=1755413 time=45>
note_on channel=0 note=50 velocity=0 time=11
note_on channel=0 note=45 velocity=22 time=0
<meta message set_tempo tempo=1779359 time=34>
note_on channel=0 note=45 velocity=0 time=26
note_on channel=0 note=42 velocity=22 time=0
<meta message set_tempo tempo=1803969 time=19>
<meta message set_tempo tempo=1828711 time=30>
note_on channel=0 note=42 velocity=0 time=11
note_on channel=0 note=38 velocity=19 time=0
<meta message set_tempo tempo=1854714 time=34>
note_on channel=0 note=38 velocity=0 time=26
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=61 velocity=28 time=0
note_on channel=0 note=33 velocity=18 time=0
<meta message set_tempo tempo=1854714 time=4>
<meta message set_tempo tempo=1881468 time=30>
note_on channel=0 note=33 velocity=0 time=26
note_on channel=0 note=30 velocity=18 time=0
<meta message set_tempo tempo=1908397 time=4>
<meta message set_tempo tempo=1936733 time=30>
note_on channel=0 note=30 velocity=0 time=26
note_on channel=0 note=33 velocity=17 time=0
<meta message set_tempo tempo=1965924 time=4>
<meta message set_tempo tempo=1995344 time=30>
note_on channel=0 note=33 velocity=0 time=26
note_on channel=0 note=38 velocity=17 time=0
<meta message set_tempo tempo=2026342 time=4>
<meta message set_tempo tempo=1995344 time=30>
note_on channel=0 note=38 velocity=0 time=26
note_on channel=0 note=42 velocity=16 time=0
<meta message set_tempo tempo=2026342 time=19>
<meta message set_tempo tempo=2058319 time=30>
<meta message set_tempo tempo=2091321 time=30>
note_on channel=0 note=42 velocity=0 time=1
note_on channel=0 note=45 velocity=15 time=0
<meta message set_tempo tempo=2124646 time=44>
<meta message set_tempo tempo=2159827 time=30>
note_on channel=0 note=45 velocity=0 time=6
note_on channel=0 note=50 velocity=13 time=0
<meta message set_tempo tempo=2196193 time=24>
<meta message set_tempo tempo=2232974 time=45>
<meta message set_tempo tempo=2564103 time=11>
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=54 velocity=15 time=0
<meta message set_tempo tempo=1671309 time=120>
<meta message marker text='Teil 2' time=0>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=56 velocity=29 time=0
note_on channel=0 note=60 velocity=29 time=0
note_on channel=0 note=65 velocity=37 time=0
note_on channel=0 note=32 velocity=20 time=0
control_change channel=0 control=64 value=0 time=0
control_change channel=0 control=64 value=127 time=39
<meta message set_tempo tempo=1648352 time=21>
<meta message set_tempo tempo=1744186 time=60>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=54 velocity=27 time=0
note_on channel=0 note=63 velocity=34 time=0
control_change channel=0 control=64 value=0 time=10
control_change channel=0 control=64 value=127 time=38
note_on channel=0 note=63 velocity=0 time=72
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=54 velocity=29 time=0
note_on channel=0 note=60 velocity=29 time=0
note_on channel=0 note=63 velocity=37 time=0
note_on channel=0 note=37 velocity=17 time=0
control_change channel=0 control=64 value=0 time=9
control_change channel=0 control=64 value=127 time=37
<meta message set_tempo tempo=1604278 time=74>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=53 velocity=26 time=0
note_on channel=0 note=61 velocity=37 time=0
control_change channel=0 control=64 value=0 time=21
note_on channel=0 note=43 velocity=22 time=99
note_on channel=0 note=37 velocity=0 time=60
<meta message set_tempo tempo=1694915 time=60>
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=44 velocity=21 time=0
<meta message set_tempo tempo=1562500 time=120>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=73 velocity=40 time=0
note_on channel=0 note=65 velocity=34 time=0
note_on channel=0 note=56 velocity=22 time=0
control_change channel=0 control=64 value=127 time=46
<meta message set_tempo tempo=1671309 time=74>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=66 velocity=30 time=0
note_on channel=0 note=72 velocity=30 time=0
note_on channel=0 note=75 velocity=37 time=0
control_change channel=0 control=64 value=0 time=21
<meta message set_tempo tempo=1542416 time=99>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=75 velocity=39 time=0
note_on channel=0 note=72 velocity=34 time=0
note_on channel=0 note=66 velocity=34 time=0
note_on channel=0 note=49 velocity=25 time=0
control_change channel=0 control=64 value=127 time=43
note_on channel=0 note=66 velocity=0 time=17
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=65 velocity=29 time=0
note_on channel=0 note=77 velocity=30 time=30
note_on channel=0 note=80 velocity=42 time=30
control_change channel=0 control=64 value=0 time=4
note_on channel=0 note=56 velocity=0 time=116
note_on channel=0 note=60 velocity=22 time=0
<meta message set_tempo tempo=1583113 time=120>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=61 velocity=26 time=0
<meta message set_tempo tempo=1694915 time=120>
note_on channel=0 note=80 velocity=0 time=0
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=77 velocity=40 time=0
note_on channel=0 note=73 velocity=34 time=0
<meta message set_tempo tempo=1626016 time=60>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=66 velocity=33 time=0
note_on channel=0 note=78 velocity=34 time=30
<meta message set_tempo tempo=1583113 time=30>
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=82 velocity=42 time=0
note_on channel=0 note=49 velocity=22 time=0
note_on channel=0 note=56 velocity=22 time=0
control_change channel=0 control=64 value=127 time=11
<meta message set_tempo tempo=1694915 time=109>
note_on channel=0 note=82 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=72 velocity=35 time=0
note_on channel=0 note=75 velocity=42 time=0
control_change channel=0 control=64 value=0 time=3
note_on channel=0 note=78 velocity=0 time=27
control_change channel=0 control=64 value=127 time=20
note_on channel=0 note=72 velocity=0 time=10
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=65 velocity=29 time=0
note_on channel=0 note=77 velocity=30 time=30
<meta message set_tempo tempo=1583113 time=30>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=80 velocity=42 time=0
control_change channel=0 control=64 value=0 time=0
note_on channel=0 note=56 velocity=0 time=120
note_on channel=0 note=55 velocity=22 time=0
<meta message set_tempo tempo=1635323 time=120>
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=56 velocity=26 time=0
control_change channel=0 control=64 value=127 time=53
note_on channel=0 note=80 velocity=0 time=7
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=61 velocity=27 time=0
note_on channel=0 note=73 velocity=26 time=30
<meta message set_tempo tempo=1456664 time=30>
note_on channel=0 note=77 velocity=39 time=0
<meta message set_tempo tempo=1541624 time=60>
note_on channel=0 note=61 velocity=0 time=0
<meta message set_tempo tempo=1863933 time=60>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=72 velocity=35 time=0
note_on channel=0 note=68 velocity=29 time=0
note_on channel=0 note=46 velocity=19 time=0
note_on channel=0 note=53 velocity=19 time=0
control_change channel=0 control=64 value=0 time=21
<meta message set_tempo tempo=1729605 time=39>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=58 velocity=26 time=0
control_change channel=0 control=64 value=127 time=0
note_on channel=0 note=70 velocity=34 time=30
<meta message set_tempo tempo=1405481 time=30>
note_on channel=0 note=73 velocity=42 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=46
<meta message set_tempo tempo=1613337 time=56>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=65 velocity=29 time=0
note_on channel=0 note=68 velocity=29 time=0
note_on channel=0 note=39 velocity=26 time=0
control_change channel=0 control=64 value=0 time=0
control_change channel=0 control=64 value=127 time=71
note_on channel=0 note=39 velocity=0 time=49
note_on channel=0 note=46 velocity=22 time=0
<meta message set_tempo tempo=1481847 time=60>
<meta message set_tempo tempo=1600427 time=60>
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=51 velocity=23 time=0
note_on channel=0 note=51 velocity=0 time=120
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=66 velocity=30 time=0
note_on channel=0 note=63 velocity=30 time=0
note_on channel=0 note=58 velocity=24 time=0
note_on channel=0 note=58 velocity=0 time=120
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=66 velocity=31 time=0
note_on channel=0 note=63 velocity=31 time=0
note_on channel=0 note=58 velocity=30 time=120
note_on channel=0 note=46 velocity=30 time=0
<meta message set_tempo tempo=1500375 time=60>
<meta message set_tempo tempo=1600427 time=60>
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=65 velocity=42 time=0
note_on channel=0 note=68 velocity=42 time=0
note_on channel=0 note=59 velocity=40 time=0
note_on channel=0 note=38 velocity=30 time=0
note_on channel=0 note=47 velocity=33 time=0
control_change channel=0 control=64 value=0 time=0
note_on channel=0 note=58 velocity=31 time=120
note_on channel=0 note=46 velocity=26 time=0
note_on channel=0 note=47 velocity=0 time=12
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=108
note_on channel=0 note=38 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=63 velocity=39 time=0
note_on channel=0 note=66 velocity=39 time=0
note_on channel=0 note=57 velocity=34 time=0
note_on channel=0 note=45 velocity=28 time=0
note_on channel=0 note=39 velocity=28 time=0
note_on channel=0 note=46 velocity=0 time=12
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=58 velocity=31 time=108
note_on channel=0 note=46 velocity=26 time=0
note_on channel=0 note=57 velocity=0 time=12
note_on channel=0 note=45 velocity=0 time=0
note_on channel=0 note=63 velocity=0 time=108
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=59 velocity=37 time=0
note_on channel=0 note=66 velocity=39 time=0
note_on channel=0 note=63 velocity=39 time=0
note_on channel=0 note=47 velocity=31 time=0
note_on channel=0 note=39 velocity=28 time=0
note_on channel=0 note=46 velocity=0 time=12
note_on channel=0 note=58 velocity=0 time=0
<meta message set_tempo tempo=1729605 time=108>
note_on channel=0 note=60 velocity=31 time=0
note_on channel=0 note=48 velocity=26 time=0
note_on channel=0 note=59 velocity=0 time=12
note_on channel=0 note=47 velocity=0 time=0
<meta message set_tempo tempo=1613337 time=108>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=63 velocity=37 time=0
note_on channel=0 note=66 velocity=42 time=0
note_on channel=0 note=56 velocity=42 time=0
note_on channel=0 note=51 velocity=31 time=0
note_on channel=0 note=41 velocity=30 time=0
note_on channel=0 note=61 velocity=32 time=120
note_on channel=0 note=49 velocity=27 time=0
note_on channel=0 note=51 velocity=0 time=12
note_on channel=0 note=63 velocity=0 time=0
<meta message set_tempo tempo=1558846 time=108>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=65 velocity=40 time=0
note_on channel=0 note=56 velocity=40 time=0
note_on channel=0 note=60 velocity=39 time=0
note_on channel=0 note=41 velocity=31 time=0
note_on channel=0 note=48 velocity=32 time=0
note_on channel=0 note=49 velocity=0 time=12
note_on channel=0 note=61 velocity=0 time=0
<meta message set_tempo tempo=1644286 time=108>
note_on channel=0 note=61 velocity=34 time=0
note_on channel=0 note=49 velocity=30 time=0
note_on channel=0 note=60 velocity=0 time=12
note_on channel=0 note=48 velocity=0 time=0
<meta message set_tempo tempo=1579363 time=108>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=65 velocity=44 time=0
note_on channel=0 note=53 velocity=44 time=0
note_on channel=0 note=60 velocity=46 time=0
note_on channel=0 note=37 velocity=33 time=0
note_on channel=0 note=48 velocity=39 time=0
note_on channel=0 note=49 velocity=0 time=12
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=58 velocity=38 time=108
note_on channel=0 note=46 velocity=32 time=0
note_on channel=0 note=60 velocity=0 time=12
note_on channel=0 note=48 velocity=0 time=0
<meta message set_tempo tempo=2128414 time=48>
<meta message set_tempo tempo=1591934 time=49>
<meta message set_tempo tempo=1635323 time=11>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=57 velocity=51 time=0
note_on channel=0 note=65 velocity=56 time=0
note_on channel=0 note=53 velocity=56 time=0
note_on channel=0 note=45 velocity=43 time=0
note_on channel=0 note=42 velocity=39 time=0
note_on channel=0 note=58 velocity=39 time=120
note_on channel=0 note=46 velocity=32 time=0
note_on channel=0 note=45 velocity=0 time=12
note_on channel=0 note=57 velocity=0 time=0
<meta message set_tempo tempo=1571092 time=85>
note_on channel=0 note=65 velocity=0 time=23
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=61 velocity=43 time=0
note_on channel=0 note=51 velocity=45 time=0
note_on channel=0 note=63 velocity=45 time=0
note_on channel=0 note=49 velocity=36 time=0
note_on channel=0 note=42 velocity=34 time=0
<meta message set_tempo tempo=1613337 time=1>
note_on channel=0 note=46 velocity=0 time=11
note_on channel=0 note=58 velocity=0 time=0
<meta message set_tempo tempo=1635323 time=37>
<meta message set_tempo tempo=1657917 time=48>
note_on channel=0 note=60 velocity=33 time=23
note_on channel=0 note=48 velocity=28 time=0
note_on channel=0 note=61 velocity=0 time=12
note_on channel=0 note=49 velocity=0 time=0
<meta message set_tempo tempo=1681143 time=13>
<meta message set_tempo tempo=1705030 time=48>
<meta message set_tempo tempo=1729605 time=36>
note_on channel=0 note=42 velocity=0 time=11
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=64 velocity=38 time=0
note_on channel=0 note=52 velocity=38 time=0
note_on channel=0 note=58 velocity=39 time=0
note_on channel=0 note=46 velocity=33 time=0
note_on channel=0 note=42 velocity=30 time=0
<meta message set_tempo tempo=1705030 time=1>
note_on channel=0 note=48 velocity=0 time=11
note_on channel=0 note=60 velocity=0 time=0
<meta message set_tempo tempo=1729605 time=13>
<meta message set_tempo tempo=1754899 time=12>
<meta message set_tempo tempo=1780944 time=12>
<meta message set_tempo tempo=1807773 time=12>
<meta message set_tempo tempo=1835424 time=12>
<meta message set_tempo tempo=1863933 time=12>
<meta message set_tempo tempo=1893342 time=12>
<meta message set_tempo tempo=1923693 time=12>
note_on channel=0 note=60 velocity=28 time=11
note_on channel=0 note=48 velocity=24 time=0
<meta message set_tempo tempo=1955034 time=1>
note_on channel=0 note=58 velocity=0 time=11
note_on channel=0 note=46 velocity=0 time=0
<meta message set_tempo tempo=1987413 time=13>
<meta message set_tempo tempo=2020882 time=12>
<meta message set_tempo tempo=2055498 time=12>
<meta message set_tempo tempo=2091321 time=12>
<meta message set_tempo tempo=2128414 time=12>
<meta message set_tempo tempo=2166847 time=12>
<meta message set_tempo tempo=2206694 time=12>
<meta message set_tempo tempo=2248033 time=12>
note_on channel=0 note=64 velocity=0 time=11
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=65 velocity=33 time=0
note_on channel=0 note=53 velocity=33 time=0
note_on channel=0 note=58 velocity=24 time=0
note_on channel=0 note=41 velocity=24 time=0
<meta message set_tempo tempo=2290951 time=1>
control_change channel=0 control=64 value=127 time=79
note_on channel=0 note=58 velocity=0 time=160
note_on channel=0 note=57 velocity=21 time=0
control_change channel=0 control=64 value=0 time=19
<meta message set_tempo tempo=1671309 time=101>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=56 velocity=29 time=0
note_on channel=0 note=60 velocity=29 time=0
note_on channel=0 note=65 velocity=37 time=0
note_on channel=0 note=32 velocity=20 time=0
control_change channel=0 control=64 value=127 time=40
<meta message set_tempo tempo=1648352 time=20>
<meta message set_tempo tempo=1744186 time=60>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=54 velocity=27 time=0
note_on channel=0 note=63 velocity=34 time=0
control_change channel=0 control=64 value=0 time=20
control_change channel=0 control=64 value=127 time=20
note_on channel=0 note=63 velocity=0 time=80
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=54 velocity=29 time=0
note_on channel=0 note=60 velocity=29 time=0
note_on channel=0 note=63 velocity=37 time=0
note_on channel=0 note=37 velocity=17 time=0
control_change channel=0 control=64 value=0 time=23
control_change channel=0 control=64 value=127 time=46
<meta message set_tempo tempo=1604278 time=51>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=53 velocity=26 time=0
note_on channel=0 note=61 velocity=37 time=0
control_change channel=0 control=64 value=0 time=4
note_on channel=0 note=37 velocity=0 time=56
note_on channel=0 note=43 velocity=22 time=60
<meta message set_tempo tempo=1694915 time=120>
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=44 velocity=21 time=0
<meta message set_tempo tempo=1562500 time=120>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=73 velocity=38 time=0
note_on channel=0 note=65 velocity=32 time=0
note_on channel=0 note=56 velocity=20 time=0
control_change channel=0 control=64 value=127 time=32
<meta message set_tempo tempo=1671309 time=88>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=66 velocity=28 time=0
note_on channel=0 note=72 velocity=28 time=0
note_on channel=0 note=75 velocity=35 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=48
<meta message set_tempo tempo=1542416 time=56>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=75 velocity=37 time=0
