<meta message track_name name='Sonata No.14 in cis-Moll, Op. 27/2 - 1. Satz' time=0>
<meta message track_name name='Mondscheinsonate; der Gräfin Giulietta Guiccardi gewidmet' time=0>
<meta message copyright text='Coypright Bernd Krueger http://www.piano-midi.de' time=0>
<meta message text text='Ludwig van Beethoven' time=0>
<meta message text text='Fertiggestellt am 25.10.97\n' time=0>
<meta message text text="Pan's auf Standard am 18.1.98\n" time=0>
<meta message text text='Tempoänderungen am 31.1.98\n' time=0>
<meta message text text='Update am 17.8.99\n' time=0>
<meta message text text='Update am 8.1.00\n' time=0>
<meta message text text='Update am 27.10.01\n' time=0>
<meta message text text='Normierung: 23.12.2002\n' time=0>
<meta message text text='Update am 3.6.2012\n' time=0>
<meta message text text='Dauer: 6:02 Minuten\n' time=0>
<meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>
<meta message key_signature key='E' time=0>
note_on channel=0 note=59 velocity=27 time=0
<meta message set_tempo tempo=1320713 time=160>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=61 velocity=27 time=0
<meta message set_tempo tempo=1336005 time=160>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=64 velocity=47 time=0
note_on channel=0 note=52 velocity=35 time=0
note_on channel=0 note=43 velocity=40 time=0
<meta message set_tempo tempo=1351656 time=160>
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=59 velocity=27 time=0
<meta message set_tempo tempo=1367677 time=140>
<meta message set_tempo tempo=1552795 time=20>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=61 velocity=23 time=0
<meta message set_tempo tempo=1367677 time=160>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=66 velocity=53 time=0
note_on channel=0 note=54 velocity=41 time=0
note_on channel=0 note=42 velocity=46 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=53
<meta message set_tempo tempo=1248959 time=91>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=59 velocity=35 time=0
note_on channel=0 note=59 velocity=0 time=160
note_on channel=0 note=62 velocity=32 time=0
<meta message set_tempo tempo=1336005 time=160>
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=54 velocity=38 time=0
<meta message set_tempo tempo=1235839 time=160>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=59 velocity=31 time=0
note_on channel=0 note=59 velocity=0 time=160
note_on channel=0 note=62 velocity=28 time=0
<meta message set_tempo tempo=1320713 time=160>
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=66 velocity=47 time=0
note_on channel=0 note=54 velocity=31 time=0
note_on channel=0 note=30 velocity=35 time=0
note_on channel=0 note=42 velocity=35 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=80
note_on channel=0 note=54 velocity=0 time=63
note_on channel=0 note=58 velocity=26 time=0
note_on channel=0 note=58 velocity=0 time=160
note_on channel=0 note=61 velocity=23 time=0
<meta message set_tempo tempo=1401542 time=160>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=54 velocity=31 time=0
note_on channel=0 note=54 velocity=0 time=160
note_on channel=0 note=58 velocity=26 time=0
<meta message set_tempo tempo=1595745 time=160>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=61 velocity=23 time=0
<meta message set_tempo tempo=1532176 time=160>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=30 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=59 velocity=32 time=0
note_on channel=0 note=35 velocity=35 time=0
note_on channel=0 note=47 velocity=35 time=0
control_change channel=0 control=64 value=0 time=12
<meta message set_tempo tempo=1511716 time=28>
<meta message set_tempo tempo=1492537 time=20>
<meta message set_tempo tempo=1473116 time=20>
control_change channel=0 control=64 value=127 time=0
<meta message set_tempo tempo=1454545 time=20>
<meta message set_tempo tempo=1436438 time=20>
<meta message set_tempo tempo=1418775 time=20>
note_on channel=0 note=59 velocity=0 time=20
note_on channel=0 note=62 velocity=27 time=0
<meta message set_tempo tempo=1401542 time=20>
<meta message set_tempo tempo=1384402 time=20>
<meta message set_tempo tempo=1367677 time=20>
<meta message set_tempo tempo=1351656 time=20>
<meta message set_tempo tempo=1336005 time=20>
<meta message set_tempo tempo=1320713 time=20>
<meta message set_tempo tempo=1305767 time=20>
note_on channel=0 note=62 velocity=0 time=20
note_on channel=0 note=66 velocity=25 time=0
<meta message set_tempo tempo=1290878 time=20>
<meta message set_tempo tempo=1276867 time=20>
<meta message set_tempo tempo=1262626 time=20>
<meta message set_tempo tempo=1248959 time=20>
<meta message set_tempo tempo=1235839 time=20>
<meta message set_tempo tempo=1221996 time=20>
<meta message set_tempo tempo=1209190 time=20>
<meta message set_tempo tempo=1196649 time=20>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=59 velocity=27 time=0
<meta message set_tempo tempo=1148985 time=160>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=62 velocity=26 time=0
note_on channel=0 note=62 velocity=0 time=160
note_on channel=0 note=66 velocity=26 time=0
<meta message set_tempo tempo=1248959 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=59 velocity=41 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=41
note_on channel=0 note=59 velocity=0 time=103
note_on channel=0 note=63 velocity=38 time=0
<meta message set_tempo tempo=1384402 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=38 time=0
<meta message set_tempo tempo=1276867 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=71 velocity=56 time=0
note_on channel=0 note=59 velocity=41 time=0
note_on channel=0 note=59 velocity=0 time=160
note_on channel=0 note=63 velocity=38 time=0
<meta message set_tempo tempo=1384402 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=35 time=0
<meta message set_tempo tempo=1384402 time=140>
<meta message set_tempo tempo=1262626 time=20>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=72 velocity=63 time=0
note_on channel=0 note=59 velocity=41 time=0
control_change channel=0 control=64 value=0 time=17
control_change channel=0 control=64 value=127 time=40
<meta message set_tempo tempo=1248959 time=43>
note_on channel=0 note=59 velocity=0 time=60
note_on channel=0 note=64 velocity=41 time=0
<meta message set_tempo tempo=1235839 time=20>
<meta message set_tempo tempo=1221996 time=80>
note_on channel=0 note=64 velocity=0 time=60
note_on channel=0 note=67 velocity=45 time=0
<meta message set_tempo tempo=1209190 time=20>
<meta message set_tempo tempo=1196649 time=80>
note_on channel=0 note=67 velocity=0 time=60
note_on channel=0 note=35 velocity=0 time=0
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=59 velocity=47 time=0
note_on channel=0 note=52 velocity=53 time=0
note_on channel=0 note=40 velocity=53 time=0
<meta message set_tempo tempo=1184366 time=20>
note_on channel=0 note=59 velocity=0 time=140
note_on channel=0 note=64 velocity=53 time=0
<meta message set_tempo tempo=1248959 time=160>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=67 velocity=56 time=0
<meta message set_tempo tempo=1290323 time=160>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=59 velocity=61 time=0
note_on channel=0 note=43 velocity=60 time=0
note_on channel=0 note=55 velocity=60 time=0
<meta message set_tempo tempo=1196649 time=160>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=60 time=0
<meta message set_tempo tempo=1196649 time=20>
<meta message set_tempo tempo=1209190 time=100>
note_on channel=0 note=64 velocity=0 time=40
note_on channel=0 note=67 velocity=56 time=0
<meta message set_tempo tempo=1221996 time=40>
<meta message set_tempo tempo=1235839 time=80>
<meta message set_tempo tempo=1250000 time=20>
note_on channel=0 note=67 velocity=0 time=20
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=70 velocity=56 time=0
note_on channel=0 note=59 velocity=52 time=0
note_on channel=0 note=40 velocity=48 time=0
note_on channel=0 note=52 velocity=48 time=0
control_change channel=0 control=64 value=0 time=19
<meta message set_tempo tempo=1263158 time=1>
<meta message set_tempo tempo=1276596 time=20>
<meta message set_tempo tempo=1290323 time=40>
control_change channel=0 control=64 value=127 time=0
<meta message set_tempo tempo=1304348 time=20>
<meta message set_tempo tempo=1318681 time=40>
<meta message set_tempo tempo=1333333 time=20>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=46 time=0
<meta message set_tempo tempo=1348315 time=40>
<meta message set_tempo tempo=1363636 time=20>
<meta message set_tempo tempo=1379310 time=40>
<meta message set_tempo tempo=1395349 time=20>
note_on channel=0 note=64 velocity=0 time=40
note_on channel=0 note=67 velocity=31 time=0
<meta message set_tempo tempo=1641138 time=120>
<meta message set_tempo tempo=1367677 time=40>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=71 velocity=56 time=0
note_on channel=0 note=59 velocity=37 time=0
note_on channel=0 note=47 velocity=42 time=0
note_on channel=0 note=35 velocity=42 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=109
<meta message set_tempo tempo=1262626 time=33>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=63 velocity=35 time=0
<meta message set_tempo tempo=1212121 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=35 time=0
<meta message set_tempo tempo=1276867 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=59 velocity=40 time=0
<meta message set_tempo tempo=1184366 time=160>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=63 velocity=35 time=0
note_on channel=0 note=63 velocity=0 time=160
note_on channel=0 note=66 velocity=35 time=0
<meta message set_tempo tempo=1305767 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=59 velocity=41 time=0
<meta message set_tempo tempo=1221996 time=160>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=63 velocity=37 time=0
<meta message set_tempo tempo=1408120 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=33 time=0
<meta message set_tempo tempo=1384402 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=71 velocity=56 time=0
note_on channel=0 note=59 velocity=41 time=0
note_on channel=0 note=59 velocity=0 time=160
note_on channel=0 note=63 velocity=37 time=0
<meta message set_tempo tempo=1481481 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=37 time=0
<meta message set_tempo tempo=1401542 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=72 velocity=63 time=0
note_on channel=0 note=59 velocity=41 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=41
<meta message set_tempo tempo=1290878 time=103>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=45 time=0
<meta message set_tempo tempo=1276867 time=20>
<meta message set_tempo tempo=1262626 time=60>
<meta message set_tempo tempo=1248959 time=40>
note_on channel=0 note=64 velocity=0 time=40
note_on channel=0 note=67 velocity=52 time=0
<meta message set_tempo tempo=1235839 time=20>
<meta message set_tempo tempo=1221996 time=40>
<meta message set_tempo tempo=1209190 time=60>
<meta message set_tempo tempo=1196649 time=40>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=35 velocity=0 time=0
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=59 velocity=55 time=0
note_on channel=0 note=52 velocity=50 time=0
note_on channel=0 note=40 velocity=50 time=0
note_on channel=0 note=59 velocity=0 time=160
note_on channel=0 note=64 velocity=56 time=0
<meta message set_tempo tempo=1262626 time=160>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=67 velocity=57 time=0
<meta message set_tempo tempo=1209190 time=160>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=59 velocity=60 time=0
note_on channel=0 note=43 velocity=55 time=0
note_on channel=0 note=55 velocity=55 time=0
<meta message set_tempo tempo=1184366 time=160>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=60 time=0
<meta message set_tempo tempo=1305767 time=160>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=67 velocity=56 time=0
<meta message set_tempo tempo=1436438 time=160>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=70 velocity=56 time=0
note_on channel=0 note=59 velocity=52 time=0
note_on channel=0 note=52 velocity=41 time=0
note_on channel=0 note=40 velocity=41 time=0
control_change channel=0 control=64 value=0 time=18
control_change channel=0 control=64 value=127 time=62
<meta message set_tempo tempo=1305767 time=80>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=64 velocity=41 time=0
note_on channel=0 note=64 velocity=0 time=160
note_on channel=0 note=67 velocity=35 time=0
<meta message set_tempo tempo=1248959 time=160>
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=71 velocity=56 time=0
note_on channel=0 note=59 velocity=41 time=0
note_on channel=0 note=35 velocity=37 time=0
note_on channel=0 note=47 velocity=37 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=42
note_on channel=0 note=59 velocity=0 time=103
note_on channel=0 note=63 velocity=35 time=0
note_on channel=0 note=63 velocity=0 time=160
note_on channel=0 note=66 velocity=33 time=0
note_on channel=0 note=66 velocity=0 time=160
note_on channel=0 note=59 velocity=35 time=0
note_on channel=0 note=59 velocity=0 time=160
note_on channel=0 note=63 velocity=30 time=0
<meta message set_tempo tempo=1497753 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=30 time=0
<meta message set_tempo tempo=1320713 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=35 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=71 velocity=47 time=0
note_on channel=0 note=59 velocity=35 time=0
note_on channel=0 note=32 velocity=35 time=0
note_on channel=0 note=44 velocity=35 time=0
control_change channel=0 control=64 value=0 time=16
control_change channel=0 control=64 value=127 time=99
<meta message set_tempo tempo=1248959 time=45>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=62 velocity=27 time=0
note_on channel=0 note=62 velocity=0 time=160
note_on channel=0 note=65 velocity=27 time=0
<meta message set_tempo tempo=1320713 time=160>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=59 velocity=30 time=0
<meta message set_tempo tempo=1262626 time=160>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=62 velocity=25 time=0
<meta message set_tempo tempo=1573564 time=160>
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=65 velocity=25 time=0
<meta message set_tempo tempo=1384402 time=160>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=32 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=71 velocity=47 time=0
note_on channel=0 note=59 velocity=30 time=0
note_on channel=0 note=41 velocity=35 time=0
note_on channel=0 note=29 velocity=35 time=0
control_change channel=0 control=64 value=0 time=14
control_change channel=0 control=64 value=127 time=92
note_on channel=0 note=59 velocity=0 time=54
note_on channel=0 note=61 velocity=27 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=68 velocity=25 time=0
<meta message set_tempo tempo=1290878 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=59 velocity=30 time=0
<meta message set_tempo tempo=1263158 time=160>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=61 velocity=26 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=68 velocity=26 time=0
<meta message set_tempo tempo=1248959 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=29 velocity=0 time=0
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=69 velocity=52 time=0
note_on channel=0 note=57 velocity=30 time=0
note_on channel=0 note=30 velocity=41 time=0
note_on channel=0 note=42 velocity=41 time=0
control_change channel=0 control=64 value=0 time=13
control_change channel=0 control=64 value=127 time=93
<meta message set_tempo tempo=1209190 time=54>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=61 velocity=26 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=66 velocity=26 time=0
<meta message set_tempo tempo=1196649 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=57 velocity=35 time=0
<meta message set_tempo tempo=1235839 time=160>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=61 velocity=31 time=0
<meta message set_tempo tempo=1449626 time=160>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=66 velocity=31 time=0
<meta message set_tempo tempo=1262626 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=30 velocity=0 time=0
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=67 velocity=56 time=0
note_on channel=0 note=55 velocity=41 time=0
note_on channel=0 note=47 velocity=41 time=0
note_on channel=0 note=35 velocity=41 time=0
control_change channel=0 control=64 value=0 time=9
control_change channel=0 control=64 value=127 time=88
note_on channel=0 note=55 velocity=0 time=63
note_on channel=0 note=59 velocity=38 time=0
note_on channel=0 note=59 velocity=0 time=160
note_on channel=0 note=62 velocity=38 time=0
note_on channel=0 note=62 velocity=0 time=160
note_on channel=0 note=55 velocity=41 time=0
note_on channel=0 note=55 velocity=0 time=160
note_on channel=0 note=59 velocity=38 time=0
<meta message set_tempo tempo=1454545 time=160>
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=62 velocity=38 time=0
<meta message set_tempo tempo=1436438 time=160>
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=35 velocity=0 time=0
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=66 velocity=52 time=0
note_on channel=0 note=54 velocity=41 time=0
note_on channel=0 note=36 velocity=45 time=0
note_on channel=0 note=48 velocity=45 time=0
control_change channel=0 control=64 value=0 time=15
<meta message set_tempo tempo=1418775 time=25>
<meta message set_tempo tempo=1401542 time=40>
control_change channel=0 control=64 value=127 time=17
<meta message set_tempo tempo=1384402 time=23>
<meta message set_tempo tempo=1367677 time=40>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=57 velocity=38 time=0
<meta message set_tempo tempo=1351656 time=40>
<meta message set_tempo tempo=1336005 time=40>
<meta message set_tempo tempo=1320713 time=40>
<meta message set_tempo tempo=1305767 time=40>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=63 velocity=38 time=0
<meta message set_tempo tempo=1290878 time=40>
<meta message set_tempo tempo=1276867 time=40>
<meta message set_tempo tempo=1262626 time=40>
<meta message set_tempo tempo=1305767 time=40>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=54 velocity=35 time=0
note_on channel=0 note=54 velocity=0 time=160
note_on channel=0 note=57 velocity=31 time=0
<meta message set_tempo tempo=1641138 time=160>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=63 velocity=26 time=0
<meta message set_tempo tempo=1336005 time=160>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=36 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=61 velocity=47 time=0
note_on channel=0 note=49 velocity=30 time=0
note_on channel=0 note=37 velocity=35 time=0
control_change channel=0 control=64 value=0 time=13
control_change channel=0 control=64 value=127 time=79
note_on channel=0 note=49 velocity=0 time=68
note_on channel=0 note=54 velocity=27 time=0
note_on channel=0 note=54 velocity=0 time=160
note_on channel=0 note=57 velocity=27 time=0
<meta message set_tempo tempo=1290878 time=160>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=49 velocity=30 time=0
note_on channel=0 note=49 velocity=0 time=160
note_on channel=0 note=54 velocity=27 time=0
note_on channel=0 note=54 velocity=0 time=160
note_on channel=0 note=57 velocity=27 time=0
<meta message set_tempo tempo=1320713 time=160>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=61 velocity=47 time=0
note_on channel=0 note=49 velocity=30 time=0
note_on channel=0 note=37 velocity=35 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=71
note_on channel=0 note=49 velocity=0 time=74
note_on channel=0 note=54 velocity=26 time=0
<meta message set_tempo tempo=1552795 time=160>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=56 velocity=26 time=0
<meta message set_tempo tempo=1454545 time=160>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=61 velocity=41 time=0
note_on channel=0 note=49 velocity=30 time=0
control_change channel=0 control=64 value=0 time=13
control_change channel=0 control=64 value=127 time=56
<meta message set_tempo tempo=1618123 time=91>
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=53 velocity=26 time=0
<meta message set_tempo tempo=1883830 time=160>
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=56 velocity=22 time=0
<meta message set_tempo tempo=1618123 time=160>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=54 velocity=32 time=0
note_on channel=0 note=37 velocity=35 time=0
note_on channel=0 note=42 velocity=35 time=0
note_on channel=0 note=30 velocity=35 time=0
control_change channel=0 control=64 value=0 time=14
control_change channel=0 control=64 value=127 time=99
<meta message set_tempo tempo=1492537 time=47>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=57 velocity=26 time=0
<meta message set_tempo tempo=1418775 time=160>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=61 velocity=26 time=0
<meta message set_tempo tempo=1290878 time=160>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=57 velocity=30 time=0
<meta message set_tempo tempo=1209190 time=160>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=61 velocity=26 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=66 velocity=26 time=0
<meta message set_tempo tempo=1248959 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=61 velocity=30 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=66 velocity=26 time=0
<meta message set_tempo tempo=1384402 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=69 velocity=26 time=0
<meta message set_tempo tempo=1518987 time=160>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=73 velocity=56 time=0
note_on channel=0 note=61 velocity=41 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=66 velocity=33 time=0
<meta message set_tempo tempo=1715266 time=160>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=69 velocity=26 time=0
note_on channel=0 note=73 velocity=0 time=40
note_on channel=0 note=73 velocity=56 time=0
<meta message set_tempo tempo=1305767 time=100>
note_on channel=0 note=73 velocity=0 time=20
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=30 velocity=0 time=0
note_on channel=0 note=42 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=73 velocity=61 time=0
note_on channel=0 note=61 velocity=37 time=0
note_on channel=0 note=49 velocity=33 time=0
note_on channel=0 note=53 velocity=33 time=0
note_on channel=0 note=41 velocity=33 time=0
control_change channel=0 control=64 value=0 time=19
<meta message set_tempo tempo=1290878 time=41>
control_change channel=0 control=64 value=127 time=32
<meta message set_tempo tempo=1276867 time=28>
note_on channel=0 note=61 velocity=0 time=40
note_on channel=0 note=68 velocity=32 time=0
<meta message set_tempo tempo=1262626 time=20>
<meta message set_tempo tempo=1248959 time=60>
<meta message set_tempo tempo=1235839 time=60>
note_on channel=0 note=68 velocity=0 time=20
note_on channel=0 note=71 velocity=32 time=0
<meta message set_tempo tempo=1221996 time=40>
<meta message set_tempo tempo=1209190 time=60>
<meta message set_tempo tempo=1196649 time=60>
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=61 velocity=41 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=68 velocity=35 time=0
note_on channel=0 note=68 velocity=0 time=160
note_on channel=0 note=71 velocity=35 time=0
<meta message set_tempo tempo=1248959 time=160>
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=61 velocity=41 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=68 velocity=35 time=0
<meta message set_tempo tempo=1318681 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=71 velocity=35 time=0
<meta message set_tempo tempo=1445783 time=160>
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=73 velocity=56 time=0
note_on channel=0 note=61 velocity=41 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=68 velocity=35 time=0
<meta message set_tempo tempo=1689665 time=160>
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=71 velocity=35 time=0
note_on channel=0 note=73 velocity=0 time=40
note_on channel=0 note=73 velocity=56 time=0
<meta message set_tempo tempo=1268767 time=120>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=73 velocity=65 time=0
note_on channel=0 note=61 velocity=41 time=0
note_on channel=0 note=54 velocity=40 time=0
note_on channel=0 note=42 velocity=40 time=0
control_change channel=0 control=64 value=0 time=13
<meta message set_tempo tempo=1256018 time=67>
control_change channel=0 control=64 value=127 time=0
<meta message set_tempo tempo=1244039 time=60>
note_on channel=0 note=61 velocity=0 time=20
note_on channel=0 note=66 velocity=38 time=0
<meta message set_tempo tempo=1232033 time=60>
<meta message set_tempo tempo=1220256 time=60>
note_on channel=0 note=66 velocity=0 time=40
note_on channel=0 note=69 velocity=38 time=0
<meta message set_tempo tempo=1208703 time=40>
<meta message set_tempo tempo=1197605 time=60>
<meta message set_tempo tempo=1186240 time=60>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=61 velocity=41 time=0
note_on channel=0 note=61 velocity=0 time=160
note_on channel=0 note=66 velocity=42 time=0
<meta message set_tempo tempo=1290323 time=160>
