<meta message track_name name='Das wohltemperierte Klavier I - Praeludium und Fuge 2 in c-Moll BWV 847' time=0>
<meta message copyright text='Copyright © 1997 von Bernd Krüger.' time=0>
<meta message text text='Johann Sebastian Bach' time=0>
<meta message text text='Fertiggestellt am 5.11.97\n' time=0>
<meta message text text="Pan's auf Standard am 18.1.98\n" time=0>
<meta message text text='Normierung: 23.12.2002\n' time=0>
<meta message text text='Update am 26.9.2004\n' time=0>
<meta message text text='Dauer: 3:09 Minuten\n' time=0>
<meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>
<meta message key_signature key='Eb' time=0>
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=58 velocity=0 time=97
<meta message set_tempo tempo=474308 time=2>
note_on channel=0 note=67 velocity=76 time=0
note_on channel=0 note=55 velocity=0 time=1
note_on channel=0 note=51 velocity=70 time=0
note_on channel=0 note=55 velocity=53 time=117
<meta message set_tempo tempo=436364 time=2>
note_on channel=0 note=58 velocity=57 time=3
note_on channel=0 note=67 velocity=0 time=17
note_on channel=0 note=51 velocity=0 time=1
note_on channel=0 note=56 velocity=53 time=97
note_on channel=0 note=53 velocity=53 time=3
note_on channel=0 note=55 velocity=0 time=17
note_on channel=0 note=58 velocity=0 time=5
note_on channel=0 note=55 velocity=53 time=95
<meta message set_tempo tempo=470588 time=2>
note_on channel=0 note=58 velocity=53 time=3
note_on channel=0 note=56 velocity=0 time=15
note_on channel=0 note=53 velocity=0 time=3
note_on channel=0 note=63 velocity=57 time=98
<meta message set_tempo tempo=476190 time=1>
note_on channel=0 note=56 velocity=56 time=3
note_on channel=0 note=55 velocity=0 time=15
note_on channel=0 note=58 velocity=0 time=5
note_on channel=0 note=58 velocity=53 time=96
<meta message set_tempo tempo=436364 time=1>
note_on channel=0 note=55 velocity=52 time=0
note_on channel=0 note=63 velocity=0 time=19
note_on channel=0 note=56 velocity=0 time=4
note_on channel=0 note=56 velocity=53 time=99
note_on channel=0 note=53 velocity=52 time=1
note_on channel=0 note=58 velocity=0 time=16
note_on channel=0 note=55 velocity=0 time=1
<meta message set_tempo tempo=483871 time=100>
note_on channel=0 note=58 velocity=53 time=0
note_on channel=0 note=55 velocity=52 time=2
note_on channel=0 note=56 velocity=0 time=20
note_on channel=0 note=53 velocity=0 time=1
note_on channel=0 note=65 velocity=76 time=96
<meta message set_tempo tempo=519481 time=1>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=51 velocity=70 time=1
note_on channel=0 note=55 velocity=0 time=1
<meta message set_tempo tempo=427046 time=118>
note_on channel=0 note=60 velocity=58 time=1
note_on channel=0 note=57 velocity=52 time=1
note_on channel=0 note=65 velocity=0 time=17
note_on channel=0 note=51 velocity=0 time=2
note_on channel=0 note=58 velocity=53 time=100
note_on channel=0 note=55 velocity=52 time=1
note_on channel=0 note=60 velocity=0 time=19
note_on channel=0 note=57 velocity=0 time=1
<meta message set_tempo tempo=466926 time=98>
note_on channel=0 note=60 velocity=53 time=0
note_on channel=0 note=57 velocity=52 time=0
note_on channel=0 note=58 velocity=0 time=21
note_on channel=0 note=55 velocity=0 time=1
note_on channel=0 note=57 velocity=0 time=96
<meta message set_tempo tempo=463320 time=2>
note_on channel=0 note=57 velocity=58 time=0
note_on channel=0 note=53 velocity=55 time=0
note_on channel=0 note=60 velocity=0 time=20
note_on channel=0 note=57 velocity=52 time=98
<meta message set_tempo tempo=451128 time=2>
note_on channel=0 note=60 velocity=53 time=1
note_on channel=0 note=53 velocity=0 time=19
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=58 velocity=53 time=101
note_on channel=0 note=55 velocity=52 time=1
note_on channel=0 note=57 velocity=0 time=16
note_on channel=0 note=60 velocity=0 time=3
note_on channel=0 note=57 velocity=52 time=98
<meta message set_tempo tempo=468750 time=1>
note_on channel=0 note=60 velocity=53 time=3
<meta message set_tempo tempo=468750 time=17>
note_on channel=0 note=58 velocity=0 time=1
note_on channel=0 note=55 velocity=0 time=1
note_on channel=0 note=51 velocity=70 time=96
note_on channel=0 note=57 velocity=0 time=1
<meta message set_tempo tempo=468750 time=1>
note_on channel=0 note=65 velocity=76 time=2
note_on channel=0 note=60 velocity=0 time=1
note_on channel=0 note=57 velocity=51 time=116
<meta message set_tempo tempo=446097 time=1>
note_on channel=0 note=60 velocity=59 time=1
note_on channel=0 note=51 velocity=0 time=17
note_on channel=0 note=65 velocity=0 time=4
note_on channel=0 note=58 velocity=54 time=100
note_on channel=0 note=55 velocity=51 time=0
note_on channel=0 note=57 velocity=0 time=17
note_on channel=0 note=60 velocity=0 time=2
note_on channel=0 note=57 velocity=51 time=98
<meta message set_tempo tempo=463320 time=1>
note_on channel=0 note=60 velocity=54 time=1
note_on channel=0 note=58 velocity=0 time=21
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=57 velocity=0 time=95
note_on channel=0 note=53 velocity=56 time=2
<meta message set_tempo tempo=463320 time=1>
note_on channel=0 note=57 velocity=59 time=0
note_on channel=0 note=60 velocity=0 time=21
note_on channel=0 note=60 velocity=54 time=98
<meta message set_tempo tempo=447761 time=1>
note_on channel=0 note=57 velocity=51 time=0
note_on channel=0 note=53 velocity=0 time=19
note_on channel=0 note=57 velocity=0 time=1
note_on channel=0 note=55 velocity=51 time=98
note_on channel=0 note=58 velocity=54 time=4
note_on channel=0 note=60 velocity=0 time=17
note_on channel=0 note=57 velocity=0 time=1
<meta message set_tempo tempo=500000 time=100>
note_on channel=0 note=57 velocity=51 time=0
note_on channel=0 note=60 velocity=53 time=1
note_on channel=0 note=55 velocity=0 time=17
note_on channel=0 note=58 velocity=0 time=4
<meta message set_tempo tempo=538117 time=98>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=1
note_on channel=0 note=50 velocity=70 time=0
note_on channel=0 note=65 velocity=76 time=2
note_on channel=0 note=62 velocity=60 time=116
<meta message set_tempo tempo=439560 time=1>
note_on channel=0 note=53 velocity=52 time=1
note_on channel=0 note=50 velocity=0 time=20
note_on channel=0 note=65 velocity=0 time=2
note_on channel=0 note=60 velocity=55 time=96
note_on channel=0 note=51 velocity=52 time=3
note_on channel=0 note=62 velocity=0 time=17
note_on channel=0 note=53 velocity=0 time=2
<meta message set_tempo tempo=466926 time=99>
note_on channel=0 note=53 velocity=52 time=0
note_on channel=0 note=62 velocity=55 time=1
note_on channel=0 note=60 velocity=0 time=18
note_on channel=0 note=51 velocity=0 time=3
<meta message set_tempo tempo=465116 time=98>
note_on channel=0 note=56 velocity=58 time=0
note_on channel=0 note=59 velocity=60 time=2
note_on channel=0 note=53 velocity=0 time=18
note_on channel=0 note=62 velocity=0 time=1
<meta message set_tempo tempo=449438 time=99>
note_on channel=0 note=62 velocity=55 time=1
note_on channel=0 note=53 velocity=52 time=2
note_on channel=0 note=56 velocity=0 time=17
note_on channel=0 note=59 velocity=0 time=2
note_on channel=0 note=60 velocity=55 time=98
note_on channel=0 note=51 velocity=52 time=3
note_on channel=0 note=62 velocity=0 time=18
note_on channel=0 note=53 velocity=0 time=2
<meta message set_tempo tempo=493827 time=97>
note_on channel=0 note=62 velocity=55 time=0
note_on channel=0 note=53 velocity=52 time=1
note_on channel=0 note=60 velocity=0 time=19
note_on channel=0 note=51 velocity=0 time=3
note_on channel=0 note=65 velocity=76 time=95
<meta message set_tempo tempo=493827 time=2>
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=1
note_on channel=0 note=50 velocity=70 time=2
note_on channel=0 note=53 velocity=54 time=115
<meta message set_tempo tempo=444444 time=2>
note_on channel=0 note=62 velocity=60 time=2
note_on channel=0 note=65 velocity=0 time=16
note_on channel=0 note=50 velocity=0 time=5
note_on channel=0 note=60 velocity=56 time=98
note_on channel=0 note=51 velocity=54 time=0
note_on channel=0 note=53 velocity=0 time=17
note_on channel=0 note=62 velocity=0 time=4
<meta message set_tempo tempo=465116 time=98>
note_on channel=0 note=62 velocity=56 time=1
note_on channel=0 note=53 velocity=54 time=2
note_on channel=0 note=60 velocity=0 time=18
note_on channel=0 note=51 velocity=0 time=0
<meta message set_tempo tempo=463320 time=99>
note_on channel=0 note=56 velocity=60 time=0
note_on channel=0 note=59 velocity=60 time=2
note_on channel=0 note=62 velocity=0 time=19
note_on channel=0 note=53 velocity=0 time=2
note_on channel=0 note=53 velocity=53 time=96
<meta message set_tempo tempo=431655 time=1>
note_on channel=0 note=62 velocity=55 time=2
note_on channel=0 note=56 velocity=0 time=18
note_on channel=0 note=59 velocity=0 time=2
note_on channel=0 note=60 velocity=55 time=96
note_on channel=0 note=51 velocity=54 time=1
note_on channel=0 note=53 velocity=0 time=20
note_on channel=0 note=62 velocity=0 time=3
note_on channel=0 note=53 velocity=54 time=96
<meta message set_tempo tempo=495868 time=2>
note_on channel=0 note=62 velocity=55 time=1
note_on channel=0 note=60 velocity=0 time=17
note_on channel=0 note=51 velocity=0 time=1
note_on channel=0 note=53 velocity=0 time=99
<meta message set_tempo tempo=521739 time=2>
note_on channel=0 note=62 velocity=0 time=1
note_on channel=0 note=48 velocity=70 time=0
note_on channel=0 note=65 velocity=76 time=2
<meta message set_tempo tempo=442804 time=117>
note_on channel=0 note=53 velocity=52 time=0
note_on channel=0 note=62 velocity=61 time=3
note_on channel=0 note=48 velocity=0 time=18
note_on channel=0 note=65 velocity=0 time=2
note_on channel=0 note=52 velocity=52 time=95
note_on channel=0 note=60 velocity=52 time=3
note_on channel=0 note=53 velocity=0 time=19
note_on channel=0 note=62 velocity=0 time=3
note_on channel=0 note=53 velocity=52 time=95
<meta message set_tempo tempo=465116 time=2>
note_on channel=0 note=62 velocity=54 time=2
note_on channel=0 note=52 velocity=0 time=16
note_on channel=0 note=60 velocity=0 time=3
note_on channel=0 note=59 velocity=61 time=97
<meta message set_tempo tempo=465116 time=2>
note_on channel=0 note=56 velocity=60 time=0
note_on channel=0 note=53 velocity=0 time=18
note_on channel=0 note=62 velocity=0 time=4
<meta message set_tempo tempo=446097 time=98>
note_on channel=0 note=62 velocity=55 time=2
note_on channel=0 note=53 velocity=53 time=1
note_on channel=0 note=59 velocity=0 time=15
note_on channel=0 note=56 velocity=0 time=2
note_on channel=0 note=60 velocity=55 time=103
note_on channel=0 note=52 velocity=53 time=0
note_on channel=0 note=62 velocity=0 time=19
note_on channel=0 note=53 velocity=0 time=1
note_on channel=0 note=62 velocity=55 time=96
<meta message set_tempo tempo=474308 time=1>
note_on channel=0 note=53 velocity=53 time=0
note_on channel=0 note=60 velocity=0 time=23
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=62 velocity=0 time=96
<meta message set_tempo tempo=468750 time=1>
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=65 velocity=76 time=1
note_on channel=0 note=48 velocity=70 time=1
note_on channel=0 note=62 velocity=61 time=117
<meta message set_tempo tempo=451128 time=1>
note_on channel=0 note=53 velocity=53 time=1
note_on channel=0 note=65 velocity=0 time=20
note_on channel=0 note=48 velocity=0 time=1
note_on channel=0 note=60 velocity=55 time=97
note_on channel=0 note=52 velocity=53 time=3
note_on channel=0 note=62 velocity=0 time=17
note_on channel=0 note=53 velocity=0 time=2
note_on channel=0 note=62 velocity=55 time=97
<meta message set_tempo tempo=472441 time=2>
note_on channel=0 note=53 velocity=53 time=3
note_on channel=0 note=60 velocity=0 time=16
note_on channel=0 note=52 velocity=0 time=3
<meta message set_tempo tempo=470588 time=98>
note_on channel=0 note=56 velocity=60 time=1
note_on channel=0 note=59 velocity=61 time=2
note_on channel=0 note=62 velocity=0 time=15
note_on channel=0 note=53 velocity=0 time=5
<meta message set_tempo tempo=451128 time=97>
note_on channel=0 note=53 velocity=53 time=1
note_on channel=0 note=62 velocity=54 time=2
note_on channel=0 note=56 velocity=0 time=18
note_on channel=0 note=59 velocity=0 time=2
note_on channel=0 note=52 velocity=53 time=95
note_on channel=0 note=60 velocity=54 time=4
note_on channel=0 note=53 velocity=0 time=19
note_on channel=0 note=62 velocity=0 time=2
note_on channel=0 note=62 velocity=54 time=95
<meta message set_tempo tempo=489796 time=2>
note_on channel=0 note=53 velocity=53 time=2
note_on channel=0 note=52 velocity=0 time=16
note_on channel=0 note=60 velocity=0 time=4
note_on channel=0 note=62 velocity=0 time=96
note_on channel=0 note=63 velocity=76 time=1
<meta message set_tempo tempo=519481 time=1>
note_on channel=0 note=48 velocity=70 time=0
note_on channel=0 note=53 velocity=0 time=2
note_on channel=0 note=60 velocity=61 time=116
<meta message set_tempo tempo=439560 time=2>
note_on channel=0 note=51 velocity=54 time=1
note_on channel=0 note=63 velocity=0 time=18
note_on channel=0 note=48 velocity=0 time=1
note_on channel=0 note=59 velocity=61 time=98
note_on channel=0 note=50 velocity=54 time=3
note_on channel=0 note=60 velocity=0 time=17
note_on channel=0 note=51 velocity=0 time=3
<meta message set_tempo tempo=461538 time=99>
note_on channel=0 note=60 velocity=55 time=1
note_on channel=0 note=51 velocity=54 time=0
note_on channel=0 note=59 velocity=0 time=17
note_on channel=0 note=50 velocity=0 time=3
<meta message set_tempo tempo=472441 time=99>
note_on channel=0 note=55 velocity=61 time=2
note_on channel=0 note=53 velocity=60 time=0
note_on channel=0 note=60 velocity=0 time=19
note_on channel=0 note=51 velocity=0 time=0
<meta message set_tempo tempo=441176 time=99>
note_on channel=0 note=60 velocity=55 time=1
note_on channel=0 note=51 velocity=54 time=1
note_on channel=0 note=55 velocity=0 time=20
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=59 velocity=55 time=98
note_on channel=0 note=50 velocity=54 time=0
note_on channel=0 note=60 velocity=0 time=21
note_on channel=0 note=51 velocity=0 time=1
note_on channel=0 note=51 velocity=54 time=96
<meta message set_tempo tempo=487805 time=2>
note_on channel=0 note=60 velocity=55 time=0
note_on channel=0 note=59 velocity=0 time=20
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=98
note_on channel=0 note=63 velocity=76 time=1
note_on channel=0 note=46 velocity=70 time=0
<meta message set_tempo tempo=489796 time=1>
note_on channel=0 note=60 velocity=0 time=0
<meta message set_tempo tempo=437956 time=120>
note_on channel=0 note=60 velocity=61 time=0
note_on channel=0 note=51 velocity=54 time=0
note_on channel=0 note=46 velocity=0 time=19
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=50 velocity=54 time=100
note_on channel=0 note=59 velocity=55 time=2
note_on channel=0 note=60 velocity=0 time=19
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=60 velocity=55 time=98
<meta message set_tempo tempo=463320 time=2>
note_on channel=0 note=51 velocity=54 time=2
note_on channel=0 note=50 velocity=0 time=17
note_on channel=0 note=59 velocity=0 time=2
note_on channel=0 note=55 velocity=61 time=98
<meta message set_tempo tempo=463320 time=1>
note_on channel=0 note=53 velocity=61 time=0
note_on channel=0 note=60 velocity=0 time=18
note_on channel=0 note=51 velocity=0 time=4
<meta message set_tempo tempo=447761 time=98>
note_on channel=0 note=60 velocity=55 time=2
note_on channel=0 note=51 velocity=53 time=1
note_on channel=0 note=55 velocity=0 time=16
note_on channel=0 note=53 velocity=0 time=1
note_on channel=0 note=50 velocity=53 time=98
note_on channel=0 note=59 velocity=55 time=1
note_on channel=0 note=60 velocity=0 time=23
note_on channel=0 note=51 velocity=0 time=1
<meta message set_tempo tempo=487805 time=97>
note_on channel=0 note=60 velocity=56 time=2
note_on channel=0 note=51 velocity=53 time=0
note_on channel=0 note=50 velocity=0 time=16
note_on channel=0 note=59 velocity=0 time=1
<meta message set_tempo tempo=510638 time=101>
note_on channel=0 note=44 velocity=70 time=1
note_on channel=0 note=60 velocity=0 time=1
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=53 velocity=76 time=1
<meta message set_tempo tempo=425532 time=117>
note_on channel=0 note=63 velocity=64 time=3
note_on channel=0 note=48 velocity=54 time=0
note_on channel=0 note=44 velocity=0 time=18
note_on channel=0 note=53 velocity=0 time=2
note_on channel=0 note=47 velocity=53 time=96
note_on channel=0 note=62 velocity=57 time=3
note_on channel=0 note=63 velocity=0 time=21
note_on channel=0 note=48 velocity=0 time=0
<meta message set_tempo tempo=465116 time=77>
note_on channel=0 note=63 velocity=57 time=19
<meta message set_tempo tempo=465116 time=1>
note_on channel=0 note=48 velocity=53 time=1
note_on channel=0 note=47 velocity=0 time=18
note_on channel=0 note=62 velocity=0 time=3
<meta message set_tempo tempo=474308 time=98>
note_on channel=0 note=65 velocity=64 time=3
note_on channel=0 note=50 velocity=64 time=0
note_on channel=0 note=63 velocity=0 time=16
note_on channel=0 note=48 velocity=0 time=2
note_on channel=0 note=63 velocity=58 time=97
<meta message set_tempo tempo=442804 time=2>
note_on channel=0 note=48 velocity=54 time=2
note_on channel=0 note=65 velocity=0 time=21
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=62 velocity=58 time=95
note_on channel=0 note=47 velocity=54 time=5
note_on channel=0 note=63 velocity=0 time=15
note_on channel=0 note=48 velocity=0 time=4
note_on channel=0 note=48 velocity=54 time=97
<meta message set_tempo tempo=472441 time=1>
note_on channel=0 note=63 velocity=58 time=2
note_on channel=0 note=62 velocity=0 time=16
note_on channel=0 note=47 velocity=0 time=5
note_on channel=0 note=48 velocity=0 time=96
<meta message set_tempo tempo=472441 time=1>
note_on channel=0 note=53 velocity=76 time=1
note_on channel=0 note=63 velocity=0 time=1
note_on channel=0 note=44 velocity=70 time=1
<meta message set_tempo tempo=446097 time=117>
note_on channel=0 note=63 velocity=64 time=1
note_on channel=0 note=48 velocity=55 time=1
note_on channel=0 note=53 velocity=0 time=19
note_on channel=0 note=44 velocity=0 time=2
note_on channel=0 note=62 velocity=57 time=100
note_on channel=0 note=47 velocity=55 time=0
note_on channel=0 note=63 velocity=0 time=18
note_on channel=0 note=48 velocity=0 time=1
note_on channel=0 note=63 velocity=59 time=96
<meta message set_tempo tempo=468750 time=2>
note_on channel=0 note=48 velocity=55 time=3
note_on channel=0 note=62 velocity=0 time=20
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=65 velocity=64 time=100
note_on channel=0 note=50 velocity=64 time=0
note_on channel=0 note=63 velocity=0 time=15
note_on channel=0 note=48 velocity=0 time=5
<meta message set_tempo tempo=447761 time=97>
note_on channel=0 note=63 velocity=57 time=1
note_on channel=0 note=48 velocity=56 time=0
note_on channel=0 note=65 velocity=0 time=22
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=62 velocity=57 time=96
note_on channel=0 note=47 velocity=56 time=0
note_on channel=0 note=63 velocity=0 time=22
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=63 velocity=57 time=97
<meta message set_tempo tempo=491803 time=2>
note_on channel=0 note=48 velocity=56 time=1
note_on channel=0 note=62 velocity=0 time=18
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=63 velocity=0 time=99
note_on channel=0 note=45 velocity=70 time=1
<meta message set_tempo tempo=524017 time=1>
note_on channel=0 note=48 velocity=0 time=1
note_on channel=0 note=54 velocity=76 time=0
note_on channel=0 note=60 velocity=64 time=118
note_on channel=0 note=51 velocity=56 time=0
<meta message set_tempo tempo=433213 time=1>
note_on channel=0 note=45 velocity=0 time=19
note_on channel=0 note=54 velocity=0 time=2
note_on channel=0 note=59 velocity=57 time=98
note_on channel=0 note=50 velocity=56 time=3
note_on channel=0 note=60 velocity=0 time=17
note_on channel=0 note=51 velocity=0 time=0
<meta message set_tempo tempo=489796 time=101>
note_on channel=0 note=51 velocity=56 time=2
note_on channel=0 note=60 velocity=58 time=1
note_on channel=0 note=59 velocity=0 time=16
note_on channel=0 note=50 velocity=0 time=3
note_on channel=0 note=48 velocity=64 time=97
<meta message set_tempo tempo=476190 time=1>
note_on channel=0 note=63 velocity=64 time=1
note_on channel=0 note=51 velocity=0 time=21
note_on channel=0 note=60 velocity=0 time=1
<meta message set_tempo tempo=439560 time=97>
note_on channel=0 note=60 velocity=58 time=1
note_on channel=0 note=51 velocity=56 time=1
note_on channel=0 note=48 velocity=0 time=17
note_on channel=0 note=63 velocity=0 time=2
note_on channel=0 note=59 velocity=58 time=97
note_on channel=0 note=50 velocity=56 time=2
note_on channel=0 note=60 velocity=0 time=21
note_on channel=0 note=51 velocity=0 time=1
note_on channel=0 note=51 velocity=56 time=96
<meta message set_tempo tempo=489796 time=2>
note_on channel=0 note=60 velocity=58 time=0
note_on channel=0 note=59 velocity=0 time=18
note_on channel=0 note=50 velocity=0 time=2
note_on channel=0 note=51 velocity=0 time=98
<meta message set_tempo tempo=487805 time=2>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=54 velocity=76 time=0
note_on channel=0 note=45 velocity=70 time=2
<meta message set_tempo tempo=439560 time=118>
note_on channel=0 note=60 velocity=64 time=0
note_on channel=0 note=51 velocity=57 time=3
note_on channel=0 note=54 velocity=0 time=17
note_on channel=0 note=45 velocity=0 time=2
note_on channel=0 note=50 velocity=58 time=96
note_on channel=0 note=59 velocity=58 time=4
note_on channel=0 note=60 velocity=0 time=18
note_on channel=0 note=51 velocity=0 time=3
note_on channel=0 note=51 velocity=58 time=96
<meta message set_tempo tempo=466926 time=1>
note_on channel=0 note=60 velocity=58 time=1
note_on channel=0 note=50 velocity=0 time=17
note_on channel=0 note=59 velocity=0 time=4
<meta message set_tempo tempo=466926 time=98>
note_on channel=0 note=63 velocity=64 time=0
note_on channel=0 note=48 velocity=64 time=1
note_on channel=0 note=51 velocity=0 time=18
note_on channel=0 note=60 velocity=0 time=2
<meta message set_tempo tempo=434783 time=99>
note_on channel=0 note=51 velocity=56 time=0
note_on channel=0 note=60 velocity=58 time=2
note_on channel=0 note=63 velocity=0 time=18
note_on channel=0 note=48 velocity=0 time=1
note_on channel=0 note=59 velocity=58 time=100
note_on channel=0 note=50 velocity=56 time=1
note_on channel=0 note=51 velocity=0 time=18
note_on channel=0 note=60 velocity=0 time=2
note_on channel=0 note=51 velocity=56 time=97
<meta message set_tempo tempo=493827 time=1>
note_on channel=0 note=60 velocity=58 time=1
note_on channel=0 note=59 velocity=0 time=20
note_on channel=0 note=50 velocity=0 time=1
note_on channel=0 note=51 velocity=0 time=97
<meta message set_tempo tempo=512821 time=1>
note_on channel=0 note=63 velocity=76 time=0
note_on channel=0 note=60 velocity=0 time=1
note_on channel=0 note=43 velocity=70 time=1
note_on channel=0 note=60 velocity=64 time=116
<meta message set_tempo tempo=442804 time=2>
note_on channel=0 note=51 velocity=56 time=3
note_on channel=0 note=63 velocity=0 time=17
note_on channel=0 note=43 velocity=0 time=2
note_on channel=0 note=50 velocity=56 time=96
note_on channel=0 note=59 velocity=58 time=4
note_on channel=0 note=60 velocity=0 time=16
note_on channel=0 note=51 velocity=0 time=5
note_on channel=0 note=60 velocity=58 time=95
<meta message set_tempo tempo=468750 time=2>
note_on channel=0 note=51 velocity=56 time=1
note_on channel=0 note=50 velocity=0 time=17
note_on channel=0 note=59 velocity=0 time=4
<meta message set_tempo tempo=472441 time=98>
note_on channel=0 note=55 velocity=63 time=1
note_on channel=0 note=53 velocity=64 time=1
note_on channel=0 note=60 velocity=0 time=16
note_on channel=0 note=51 velocity=0 time=3
note_on channel=0 note=51 velocity=56 time=98
<meta message set_tempo tempo=442804 time=1>
note_on channel=0 note=60 velocity=57 time=3
note_on channel=0 note=55 velocity=0 time=18
note_on channel=0 note=53 velocity=0 time=1
note_on channel=0 note=50 velocity=56 time=96
note_on channel=0 note=59 velocity=57 time=2
note_on channel=0 note=51 velocity=0 time=19
note_on channel=0 note=60 velocity=0 time=4
note_on channel=0 note=51 velocity=56 time=96
<meta message set_tempo tempo=472441 time=1>
note_on channel=0 note=60 velocity=57 time=2
note_on channel=0 note=50 velocity=0 time=16
note_on channel=0 note=59 velocity=0 time=2
note_on channel=0 note=51 velocity=0 time=99
<meta message set_tempo tempo=474308 time=1>
note_on channel=0 note=63 velocity=76 time=0
note_on channel=0 note=60 velocity=0 time=2
note_on channel=0 note=43 velocity=70 time=0
<meta message set_tempo tempo=446097 time=118>
note_on channel=0 note=60 velocity=58 time=0
note_on channel=0 note=51 velocity=57 time=3
note_on channel=0 note=63 velocity=0 time=17
note_on channel=0 note=43 velocity=0 time=2
note_on channel=0 note=50 velocity=57 time=99
note_on channel=0 note=59 velocity=58 time=1
note_on channel=0 note=60 velocity=0 time=18
note_on channel=0 note=51 velocity=0 time=3
<meta message set_tempo tempo=468750 time=97>
note_on channel=0 note=51 velocity=57 time=0
note_on channel=0 note=60 velocity=58 time=1
note_on channel=0 note=50 velocity=0 time=20
note_on channel=0 note=59 velocity=0 time=1
<meta message set_tempo tempo=478088 time=98>
note_on channel=0 note=55 velocity=63 time=0
note_on channel=0 note=53 velocity=64 time=2
note_on channel=0 note=51 velocity=0 time=18
note_on channel=0 note=60 velocity=0 time=1
note_on channel=0 note=51 velocity=57 time=98
<meta message set_tempo tempo=446097 time=1>
note_on channel=0 note=60 velocity=57 time=3
note_on channel=0 note=55 velocity=0 time=17
note_on channel=0 note=53 velocity=0 time=2
note_on channel=0 note=59 velocity=58 time=99
note_on channel=0 note=50 velocity=57 time=0
note_on channel=0 note=51 velocity=0 time=18
note_on channel=0 note=60 velocity=0 time=4
note_on channel=0 note=60 velocity=58 time=96
note_on channel=0 note=51 velocity=57 time=0
<meta message set_tempo tempo=489796 time=1>
note_on channel=0 note=59 velocity=0 time=21
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=98
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=43 velocity=70 time=0
<meta message set_tempo tempo=515021 time=1>
note_on channel=0 note=66 velocity=76 time=0
note_on channel=0 note=60 velocity=64 time=118
<meta message set_tempo tempo=442804 time=2>
note_on channel=0 note=51 velocity=56 time=3
note_on channel=0 note=43 velocity=0 time=16
note_on channel=0 note=66 velocity=0 time=1
note_on channel=0 note=50 velocity=56 time=99
note_on channel=0 note=59 velocity=57 time=3
note_on channel=0 note=60 velocity=0 time=16
note_on channel=0 note=51 velocity=0 time=5
note_on channel=0 note=51 velocity=56 time=95
<meta message set_tempo tempo=468750 time=2>
note_on channel=0 note=60 velocity=58 time=3
note_on channel=0 note=50 velocity=0 time=16
note_on channel=0 note=59 velocity=0 time=3
<meta message set_tempo tempo=468750 time=98>
note_on channel=0 note=57 velocity=63 time=1
note_on channel=0 note=48 velocity=64 time=1
note_on channel=0 note=51 velocity=0 time=16
note_on channel=0 note=60 velocity=0 time=5
note_on channel=0 note=60 velocity=57 time=95
note_on channel=0 note=51 velocity=56 time=0
<meta message set_tempo tempo=449438 time=2>
note_on channel=0 note=57 velocity=0 time=21
note_on channel=0 note=48 velocity=0 time=1
note_on channel=0 note=50 velocity=56 time=96
note_on channel=0 note=59 velocity=57 time=1
note_on channel=0 note=60 velocity=0 time=19
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=60 velocity=57 time=100
note_on channel=0 note=51 velocity=56 time=0
<meta message set_tempo tempo=487805 time=2>
note_on channel=0 note=50 velocity=0 time=18
note_on channel=0 note=59 velocity=0 time=1
note_on channel=0 note=60 velocity=0 time=99
note_on channel=0 note=51 velocity=0 time=0
<meta message set_tempo tempo=468750 time=2>
note_on channel=0 note=43 velocity=71 time=0
note_on channel=0 note=66 velocity=76 time=1
note_on channel=0 note=60 velocity=64 time=117
<meta message set_tempo tempo=433213 time=2>
note_on channel=0 note=51 velocity=56 time=1
note_on channel=0 note=43 velocity=0 time=19
note_on channel=0 note=66 velocity=0 time=1
note_on channel=0 note=50 velocity=56 time=99
note_on channel=0 note=59 velocity=57 time=3
note_on channel=0 note=60 velocity=0 time=15
note_on channel=0 note=51 velocity=0 time=3
<meta message set_tempo tempo=466926 time=99>
note_on channel=0 note=51 velocity=56 time=0
